Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Amiss, Jye",6,4,6,12,,2.0,,,,,1.0,2.0,1.0,,,3.0,9.0,1.0,1.0,1.0,,1.0,89.0
15,"Bolton, Shai",15,3,13,28,1,,,3.0,,7.0,9.0,5.0,2.0,1.0,,14.0,15.0,,,3.0,5.0,,85.0
8,"Brayshaw, Andrew",9,5,25,34,1,,,5.0,1.0,6.0,6.0,1.0,1.0,,,14.0,23.0,,,7.0,,2.0,86.0
5,"Chapman, Heath",11,6,6,17,,,,2.0,2.0,1.0,2.0,3.0,1.0,1.0,,6.0,12.0,,,3.0,,,88.0
6,"Clark, Jordan",24,8,9,33,,,,4.0,,5.0,2.0,3.0,4.0,,,8.0,22.0,1.0,,3.0,1.0,,90.0
36,"Cox, Brennan",7,4,6,13,,,,2.0,1.0,1.0,,2.0,2.0,1.0,,6.0,8.0,1.0,,5.0,,,81.0
4 ↓,"Darcy, Sean",1,,6,7,,,15.0,4.0,,1.0,4.0,3.0,,2.0,,8.0,,,,2.0,,,39.0
43,"Dudley, Isaiah",7,4,,7,1,2.0,,3.0,,2.0,,2.0,,1.0,,1.0,6.0,,3.0,,,1.0,72.0
28 ↑,"Erasmus, Neil",2,2,2,4,,,,,,1.0,,1.0,,,,2.0,3.0,,,1.0,,,13.0
32,"Frederick, Michael",6,3,7,13,1,,,1.0,,4.0,,2.0,,,,3.0,10.0,,,1.0,,1.0,84.0
9,"Jackson, Luke",5,5,14,19,,,17.0,5.0,,3.0,3.0,2.0,,1.0,,11.0,9.0,3.0,,1.0,,1.0,85.0
44,"Johnson, Matthew",10,4,12,22,,3.0,,3.0,,6.0,4.0,4.0,1.0,1.0,,9.0,13.0,,,3.0,2.0,1.0,85.0
25,"Pearce, Alex",10,7,3,13,1,,,,1.0,,,,1.0,,,4.0,9.0,1.0,,2.0,,,96.0
16,"Reid, Murphy",4,3,2,6,1,,,2.0,,1.0,,2.0,,,,2.0,4.0,,1.0,,,,77.0
13,"Ryan, Luke",24,12,6,30,,,,1.0,7.0,2.0,,3.0,1.0,1.0,,5.0,19.0,,,3.0,,,96.0
3,"Serong, Caleb",14,3,11,25,,1.0,,4.0,,8.0,7.0,1.0,1.0,,,9.0,18.0,,,2.0,,1.0,78.0
14,"Sharp, Jeremy",7,2,6,13,1,,,,1.0,3.0,1.0,3.0,,,,4.0,9.0,,,,,,92.0
29,"Simpson, Cooper",11,6,7,18,,,,,2.0,3.0,,3.0,,2.0,,2.0,17.0,,,1.0,,,73.0
39,"Switkowski, Sam",6,4,13,19,1,,,,,1.0,1.0,1.0,,1.0,,5.0,14.0,,,1.0,,1.0,82.0
35,"Treacy, Josh",6,5,5,11,2,,,2.0,,2.0,,4.0,,2.0,,8.0,3.0,3.0,,,,,91.0
20,"Voss, Patrick",5,2,,5,2,,1.0,,,1.0,,1.0,1.0,,,3.0,2.0,1.0,1.0,,,,74.0
34,"Wagner, Corey",7,4,7,14,,,,5.0,2.0,2.0,3.0,2.0,,1.0,,4.0,10.0,,,,,,67.0
23,"Worner, Karl",9,6,3,12,,,,2.0,2.0,2.0,,1.0,1.0,1.0,,3.0,9.0,,,,,,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,102,169,375,12,11.0,33.0,48.0,19.0,62.0,43.0,51.0,17.0,16.0,,134.0,244.0,11.0,6.0,39.0,8.0,9.0,
Opposition,Opposition,190,94,110,300,15,7.0,35.0,66.0,48.0,34.0,30.0,46.0,16.0,17.0,6.0,122.0,170.0,10.0,14.0,42.0,2.0,11.0,
