Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Balta, Noah",9,5,3,12,,,,2.0,3.0,,,5.0,,1.0,,5.0,7.0,1.0,,5.0,2.0,,85.0
41,"Banks, Sam",13,4,8,21,,,,1.0,7.0,2.0,1.0,,,,,3.0,12.0,,,2.0,1.0,1.0,77.0
35,"Broad, Nathan",9,5,4,13,,,,2.0,2.0,,,2.0,,,,3.0,8.0,,,7.0,,,97.0
30,"Brown, Tom",16,9,1,17,,,,,6.0,2.0,,4.0,,2.0,,2.0,11.0,1.0,,1.0,,,80.0
44,"Campbell, Seth",12,3,1,13,2,2.0,,2.0,3.0,2.0,1.0,1.0,,1.0,,1.0,12.0,,1.0,,2.0,,78.0
26,"Faull, Jonty",5,3,1,6,,3.0,,3.0,,3.0,,2.0,1.0,1.0,,3.0,3.0,1.0,2.0,2.0,,,81.0
48,"Green, Steely",2,,3,5,,,,2.0,,,,1.0,2.0,1.0,,4.0,1.0,,,,2.0,,81.0
2,"Hopper, Jacob",10,2,12,22,,,,1.0,1.0,5.0,3.0,4.0,2.0,3.0,,7.0,16.0,,,,1.0,,78.0
19,"Lynch, Tom",6,3,2,8,,2.0,1.0,1.0,,2.0,,,,,,4.0,4.0,1.0,2.0,,,,82.0
7 ↓,"Mansell, Rhyan",1,,1,2,,,,3.0,,,,,,,,1.0,2.0,,,,,,43.0
28,"McAuliffe, Kane",8,7,11,19,,,,4.0,4.0,1.0,1.0,2.0,,1.0,,7.0,12.0,2.0,,,2.0,,65.0
33 ↑,"McIntosh, Kamdyn",2,,2,4,,,,2.0,1.0,1.0,1.0,,,,,2.0,2.0,,,,1.0,,38.0
12,"Miller, Ben",9,8,5,14,,,,4.0,3.0,,,,1.0,,,4.0,10.0,,,2.0,,,95.0
25,"Nankervis, Toby",8,3,9,17,,,24.0,5.0,2.0,2.0,7.0,5.0,3.0,2.0,,11.0,4.0,1.0,,4.0,,,84.0
3,"Prestia, Dion",8,5,13,21,1,,,4.0,2.0,1.0,6.0,2.0,4.0,1.0,,10.0,11.0,1.0,,1.0,,,75.0
13,"Ralphsmith, Hugo",7,4,5,12,,,,3.0,2.0,3.0,,1.0,,1.0,,4.0,8.0,,,3.0,1.0,,85.0
5,"Ross, Jack",3,,3,6,,,,4.0,1.0,,1.0,,,,,4.0,2.0,,,,,1.0,80.0
38,"Sims, Tom",2,,1,3,,2.0,3.0,,,,,1.0,2.0,,,4.0,,,,,,,74.0
49,"Smith, Kaleb",9,6,5,14,,,,3.0,1.0,3.0,1.0,2.0,,1.0,,7.0,8.0,,,,1.0,,83.0
40,"Sonsie, Tyler",9,3,9,18,,,,4.0,2.0,4.0,2.0,4.0,,1.0,,5.0,14.0,,,1.0,,,85.0
14,"Taranto, Tim",10,1,15,25,1,,,4.0,4.0,3.0,5.0,3.0,3.0,1.0,,12.0,11.0,,,1.0,,,88.0
31,"Trainor, Luke",12,8,7,19,,1.0,,3.0,2.0,4.0,,3.0,,1.0,,2.0,17.0,,,,,,84.0
1,"Vlastuin, Nick",11,3,4,15,,,,2.0,4.0,,1.0,5.0,2.0,3.0,,4.0,8.0,,,1.0,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,181,82,125,306,4,12.0,28.0,59.0,50.0,38.0,30.0,47.0,20.0,21.0,,109.0,183.0,8.0,5.0,30.0,13.0,2.0,
Opposition,Opposition,254,127,135,389,11,14.0,52.0,75.0,31.0,61.0,39.0,56.0,21.0,20.0,6.0,123.0,256.0,7.0,12.0,37.0,12.0,8.0,
