Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
10,"Ashcroft, Marcus",21y 212d,67 (14-1-52 21.64%),40 (0.60),←,
22,"Bain, David",26y 358d,82 (16-1-65 20.12%),43 (0.52),←,
11,"Buckley, Nathan",20y 273d,5 (1-0-4 20.00%),4 (0.80),←,
1,"Champion, Richard",25y 11d,44 (7-1-36 17.05%),21 (0.48),←,
5,"Chapman, Nathan",17y 353d,5 (1-0-4 20.00%),1 (0.20),←,
12,"Clarke, Troy",23y 321d,34 (5-1-28 16.18%),14 (0.41),←,
6,"Fletcher, Adrian",23y 197d,50 (26-0-24 52.00%),25 (0.50),5 (1-0-4 20.00%),5 (1.00)
4,"Gastev, John",28y 257d,116 (36-1-79 31.47%),68 (0.59),86 (19-1-66 22.67%),37 (0.43)
32,"Hart, Shaun",21y 343d,34 (7-1-26 22.06%),5 (0.15),←,
41,"Kennedy, Matthew",23y 80d,43 (7-0-36 16.28%),9 (0.21),←,
17,"Leslie, Martin",30y 159d,78 (16-1-61 21.15%),8 (0.10),←,
31,"McCormack, Brendan",22y 301d,45 (15-0-30 33.33%),27 (0.60),1 (0-0-1 0.00%),
19,"McLean, Michael",28y 53d,124 (51-2-71 41.94%),36 (0.29),29 (4-0-25 13.79%),13 (0.45)
24,"Merrett, Roger",33y 6d,248 (120-3-125 48.99%),289 (1.17),99 (23-1-75 23.74%),141 (1.42)
27,"Murphy, Michael",27y 229d,23 (7-0-16 30.43%),46 (2.00),4 (1-0-3 25.00%),5 (1.25)
26,"Noonan, Danny",24y 147d,44 (7-1-36 17.05%),18 (0.41),←,
38,"Scott, Dion",23y 24d,9 (2-0-7 22.22%),1 (0.11),3 (1-0-2 33.33%),1 (0.33)
15,"Spargo, Paul",26y 198d,83 (37-2-44 45.78%),113 (1.36),2 (0-0-2 0.00%),4 (2.00)
3,"Voss, Michael",17y 292d,11 (3-0-8 27.27%),6 (0.55),←,
33,"White, Darryl",19y 317d,21 (4-1-16 21.43%),19 (0.90),←,
Totals,Totals,24y 134d,1166 (382-16-768 32.76%),793 (0.68),,
C,"Walls, Robert",42y 278d,248 (123-2-123 50.00%),,49 (8-1-40 17.35%),
