Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
8,"Burns, Ronnie",24y 86d,32 (19-1-12 60.94%),62 (1.94),←,
2,"Colbert, Leigh",22y,76 (50-1-25 66.45%),34 (0.45),←,
33,"Corrigan, Paul",19y 312d,7 (3-0-4 42.86%),,←,
36,"Graham, Ben",23y 217d,60 (41-0-19 68.33%),5 (0.08),←,
22,"Hargreaves, Tim",22y 8d,49 (21-1-27 43.88%),66 (1.35),7 (4-0-3 57.14%),9 (1.29)
32,"Hocking, Garry",28y 242d,196 (115-2-79 59.18%),180 (0.92),←,
3,"Houlihan, Adam",19y 62d,8 (6-0-2 75.00%),12 (1.50),←,
13,"Kilpatrick, Glenn",24y 282d,48 (27-0-21 56.25%),7 (0.15),22 (13-0-9 59.09%),3 (0.14)
1,"King, Steven",18y 197d,22 (11-0-11 50.00%),6 (0.27),←,
21,"Mansfield, Michael",25y 303d,128 (77-1-50 60.55%),74 (0.58),←,
17,"McGrath, Tim",26y 243d,132 (85-1-46 64.77%),12 (0.09),125 (81-1-43 65.20%),12 (0.10)
28,"McKinnon, Martin",21y 337d,55 (28-1-26 51.82%),28 (0.51),30 (18-1-11 61.67%),21 (0.70)
23,"Pickering, Liam",28y 271d,95 (58-1-36 61.58%),44 (0.46),73 (49-1-23 67.81%),36 (0.49)
15,"Riccardi, Peter",24y 172d,114 (73-1-40 64.47%),114 (1.00),←,
11,"Roberts, Cameron",18y 273d,2 (1-0-1 50.00%),,←,
27,"Sanderson, Brenton",23y 100d,54 (32-1-21 60.19%),12 (0.22),44 (30-1-13 69.32%),7 (0.16)
12,"Sholl, Brad",24y 209d,60 (37-1-22 62.50%),11 (0.18),58 (37-1-20 64.66%),11 (0.19)
37,"Simpson, Sean",27y 52d,101 (61-1-39 60.89%),17 (0.17),94 (60-1-33 64.36%),16 (0.17)
20,"Steinfort, Carl",20y 67d,11 (6-0-5 54.55%),6 (0.55),←,
26,"Stoneham, Barry",29y 118d,184 (109-2-73 59.78%),163 (0.89),←,
10,"Tanner, Grant",26y 318d,62 (39-1-22 63.71%),27 (0.44),←,
Totals,Totals,23y 306d,1496 (899-16-581 60.09%),880 (0.59),,
C,"Ayres, Gary",36y 252d,59 (38-1-20 65.25%),,←,
