Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",33y 65d,282 (166-0-116 58.87%),139 (0.49),←,
16,"Brown, Leigh",24y 94d,138 (55-1-82 40.22%),52 (0.38),75 (36-1-38 48.67%),32 (0.43)
38,"Gibson, Josh",22y 76d,7 (2-0-5 28.57%),,←,
6,"Grant, Shannon",29y 39d,246 (137-2-107 56.10%),281 (1.14),188 (105-1-82 56.12%),243 (1.29)
15,"Green, Kasey",26y 260d,63 (23-1-39 37.30%),14 (0.22),9 (2-0-7 22.22%),6 (0.67)
31,"Hale, David",22y 6d,46 (19-0-27 41.30%),20 (0.43),←,
39,"Harding, Leigh",25y 32d,79 (39-1-39 50.00%),113 (1.43),←,
4,"Harris, Daniel",24y 18d,78 (38-1-39 49.36%),26 (0.33),←,
29,"Harvey, Brent",28y 14d,203 (115-1-87 56.90%),236 (1.16),←,
2,"Hay, Jonathan",26y 288d,157 (67-1-89 42.99%),12 (0.08),8 (2-0-6 25.00%),
21,"Jones, Corey",25y 91d,90 (41-0-49 45.56%),109 (1.21),←,
35,"Makepeace, Troy",27y 83d,131 (66-1-64 50.76%),35 (0.27),←,
1,"McIntosh, Hamish",21y 266d,8 (2-0-6 25.00%),5 (0.63),←,
20,"Petrie, Drew",23y 225d,93 (44-1-48 47.85%),71 (0.76),←,
30,"Pratt, Daniel",23y 68d,28 (13-0-15 46.43%),2 (0.07),25 (12-0-13 48.00%),1 (0.04)
3,"Rawlings, Brady",24y 352d,120 (62-0-58 51.67%),49 (0.41),←,
7,"Simpson, Adam",30y 101d,232 (136-1-95 58.84%),68 (0.29),←,
9,"Sinclair, Jess",27y 275d,148 (56-1-91 38.18%),58 (0.39),98 (43-1-54 44.39%),32 (0.33)
19,"Swallow, Andrew",18y 360d,2 (0-0-2 0.00%),,←,
23,"Thompson, Nathan",28y 103d,151 (70-1-80 46.69%),261 (1.73),32 (15-0-17 46.88%),69 (2.16)
36,"Watt, Shannon",25y 183d,95 (48-1-46 51.05%),4 (0.04),←,
8,"Wells, Daniel",21y 114d,71 (35-1-35 50.00%),43 (0.61),←,
Totals,Totals,25y 158d,2468 (1234-15-1219 50.00%),1598 (0.65),,
C,"Laidley, Dani",39y 62d,76 (36-1-39 48.03%),,←,
