Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Boak, Travis",18,8,11,29,3,,,1.0,1.0,5.0,5.0,4.0,,1.0,2.0,9.0,20.0,2.0,1.0,,1.0,,82.0
5,"Broadbent, Matthew",11,3,10,21,,,,2.0,3.0,1.0,1.0,2.0,1.0,,,5.0,16.0,,,3.0,1.0,1.0,89.0
11,"Butcher, John",7,3,3,10,2,2.0,,1.0,,4.0,,,1.0,,,6.0,4.0,1.0,2.0,,,1.0,84.0
27,"Carlile, Alipate",8,5,8,16,,,,4.0,3.0,,,5.0,1.0,2.0,,4.0,10.0,,,5.0,1.0,,94.0
18,"Cornes, Kane",19,6,15,34,1,,,3.0,2.0,2.0,5.0,2.0,,1.0,1.0,9.0,25.0,,,,,,93.0
7,"Ebert, Brad",15,12,15,30,,1.0,1.0,1.0,3.0,6.0,5.0,1.0,1.0,,,8.0,23.0,,,1.0,2.0,1.0,84.0
9 ↑,"Gray, Robbie",4,3,3,7,,,,1.0,,2.0,1.0,2.0,,1.0,,1.0,7.0,,1.0,1.0,,,35.0
8,"Hartlett, Hamish",12,4,15,27,1,,1.0,4.0,1.0,2.0,5.0,4.0,1.0,1.0,,12.0,14.0,,,1.0,1.0,,73.0
2 ↓,"Hitchcock, Cameron",3,1,4,7,,,,2.0,,,1.0,1.0,,,,2.0,5.0,,,,,,43.0
36,"Hombsch, Jack",15,9,11,26,,,,,3.0,7.0,1.0,2.0,,,,4.0,22.0,1.0,,8.0,2.0,,96.0
42,"Jonas, Tom",7,3,10,17,,,,1.0,3.0,1.0,1.0,3.0,1.0,2.0,,8.0,8.0,,,5.0,,,92.0
23,"Lobbe, Matthew",8,2,4,12,,,34.0,3.0,1.0,2.0,1.0,2.0,,2.0,,3.0,8.0,,,2.0,,,88.0
44,"Logan, Tom",6,4,13,19,2,,,1.0,1.0,,,,1.0,,,5.0,14.0,,,,2.0,,89.0
6,"Monfries, Angus",13,1,17,30,3,,,2.0,,4.0,2.0,2.0,1.0,1.0,,12.0,17.0,1.0,1.0,1.0,,1.0,84.0
32,"Neade, Jake",7,2,4,11,,,,2.0,1.0,3.0,,4.0,,1.0,,1.0,9.0,,1.0,,,,88.0
13,"OShea, Cameron",9,4,21,30,2,,1.0,4.0,2.0,2.0,3.0,1.0,1.0,,3.0,13.0,18.0,,,6.0,,,87.0
28,"Schulz, Jay",12,11,7,19,3,1.0,,3.0,,6.0,3.0,1.0,2.0,,,10.0,9.0,2.0,2.0,,,1.0,94.0
14,"Stewart, Paul",11,7,7,18,,,,3.0,3.0,3.0,,2.0,,1.0,,3.0,16.0,,,1.0,,3.0,83.0
21,"Thomas, Matt",5,3,12,17,,1.0,,4.0,1.0,3.0,3.0,,,,,6.0,11.0,,,1.0,,,81.0
39,"Westhoff, Justin",6,4,9,15,1,,5.0,3.0,1.0,1.0,,2.0,,1.0,,3.0,13.0,1.0,1.0,6.0,,2.0,82.0
16,"Wines, Ollie",10,2,14,24,,2.0,1.0,3.0,1.0,7.0,4.0,2.0,,1.0,,11.0,12.0,,,1.0,,2.0,77.0
20,"Wingard, Chad",18,2,13,31,1,1.0,,5.0,,6.0,2.0,4.0,1.0,,,9.0,21.0,,,3.0,2.0,1.0,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,224,99,226,450,19,11.0,43.0,53.0,30.0,67.0,43.0,46.0,12.0,15.0,6.0,144.0,302.0,8.0,9.0,45.0,12.0,13.0,
Opposition,Opposition,207,91,172,379,6,14.0,38.0,67.0,45.0,41.0,39.0,42.0,15.0,12.0,,137.0,244.0,9.0,4.0,37.0,18.0,6.0,
