Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Bateman, Chance",26y 352d,106 (50-0-56 47.17%),32 (0.30),←,
14,"Birchall, Grant",20y 131d,51 (30-0-21 58.82%),5 (0.10),←,
20,"Boyle, Tim",24y 131d,29 (17-0-12 58.62%),38 (1.31),←,
30,"Brown, Campbell",24y 284d,107 (49-0-58 45.79%),38 (0.36),←,
39,"Campbell, Robert",26y 5d,89 (46-0-43 51.69%),23 (0.26),←,
25,"Clarke, Tim",26y 66d,94 (42-0-52 44.68%),39 (0.41),←,
24,"Croad, Trent",28y 90d,210 (99-1-110 47.38%),189 (0.90),172 (79-1-92 46.22%),129 (0.75)
8,"Ellis, Xavier",20y 100d,24 (18-0-6 75.00%),5 (0.21),←,
23,"Franklin, Lance",21y 129d,67 (33-0-34 49.25%),184 (2.75),←,
27,"Gilham, Stephen",23y 279d,40 (28-0-12 70.00%),1 (0.03),39 (28-0-11 71.79%),1 (0.03)
15,"Hodge, Luke",23y 358d,119 (55-0-64 46.22%),79 (0.66),←,
36,"Kennedy, Josh",19y 353d,3 (2-0-1 66.67%),,←,
4,"Ladson, Rick",24y 110d,85 (39-0-46 45.88%),36 (0.42),←,
3,"Lewis, Jordan",22y 44d,70 (33-0-37 47.14%),22 (0.31),←,
5,"Mitchell, Sam",25y 239d,119 (56-0-63 47.06%),19 (0.16),←,
35,"Morton, Jarryd",19y 246d,3 (2-0-1 66.67%),,←,
7,"Osborne, Michael",25y 314d,87 (38-0-49 43.68%),38 (0.44),←,
33,"Rioli, Cyril",18y 329d,11 (10-0-1 90.91%),13 (1.18),←,
2,"Roughead, Jarryd",21y 136d,69 (36-0-33 52.17%),93 (1.35),←,
13,"Taylor, Simon",25y 294d,59 (30-0-29 50.85%),14 (0.24),←,
6,"Williams, Mark",25y 55d,84 (33-0-51 39.29%),196 (2.33),←,
11,"Young, Clinton",22y 112d,55 (31-0-24 56.36%),21 (0.38),←,
Totals,Totals,23y 189d,1581 (777-1-803 49.15%),1085 (0.69),,
C,"Clarkson, Alastair",40y 41d,79 (38-0-41 48.10%),,←,
