Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
12,"Ball, Luke",27y 87d,186 (128-1-57 69.09%),80 (0.43),44 (38-1-5 87.50%),22 (0.50)
17,"Beams, Dayne",21y 189d,55 (42-2-11 78.18%),58 (1.05),←,
11,"Blair, Jarryd",21y 128d,31 (28-1-2 91.94%),30 (0.97),←,
15,"Brown, Leigh",29y 178d,241 (127-3-111 53.32%),136 (0.56),60 (49-2-9 83.33%),52 (0.87)
27,"Buckley, Simon",24y 124d,34 (15-0-19 44.12%),8 (0.24),13 (12-0-1 92.31%),5 (0.38)
32,"Cloke, Travis",24y 168d,144 (93-2-49 65.28%),213 (1.48),←,
4,"Didak, Alan",28y 186d,197 (124-1-72 63.20%),265 (1.35),←,
35,"Fasolo, Alex",19y 73d,9 (9-0-0 100.00%),13 (1.44),←,
6,"Goldsack, Tyson",24y 90d,66 (44-0-22 66.67%),7 (0.11),←,
18,"Jolly, Darren",29y 287d,203 (117-4-82 58.62%),105 (0.52),37 (31-2-4 86.49%),35 (0.95)
23,"Keeffe, Lachlan",21y 128d,5 (5-0-0 100.00%),4 (0.80),←,
8,"Lumumba, Heritier",24y 278d,130 (88-2-40 68.46%),15 (0.12),←,
3,"McCarthy, John",21y 274d,18 (12-0-6 66.67%),10 (0.56),←,
10,"Pendlebury, Scott",23y 225d,122 (83-2-37 68.85%),81 (0.66),←,
20,"Reid, Ben",22y 113d,49 (36-2-11 75.51%),4 (0.08),←,
22,"Sidebottom, Steele",20y 230d,56 (45-2-9 82.14%),49 (0.88),←,
28,"Sinclair, Ben",19y 323d,2 (2-0-0 100.00%),2 (1.00),←,
36,"Swan, Dane",27y 176d,170 (106-2-62 62.94%),129 (0.76),←,
2,"Tarrant, Chris",30y 336d,252 (121-0-131 48.02%),361 (1.43),180 (93-0-87 51.67%),301 (1.67)
13,"Thomas, Dale",24y 60d,129 (87-2-40 68.22%),99 (0.77),←,
34,"Toovey, Alan",24y 150d,82 (60-2-20 74.39%),8 (0.10),←,
25,"Young, Tom",19y 116d,1 (1-0-0 100.00%),2 (2.00),←,
Totals,Totals,24y 45d,2182 (1373-28-781 62.92%),1679 (0.77),,
C,"Malthouse, Mick",58y 3d,659 (383-6-270 58.57%),,281 (160-2-119 57.30%),
