Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bowden, Joel",17,7,9,26,,,,1.0,10.0,3.0,,3.0,,,,10.0,15.0,1.0,,4.0,2.0,,100.0
6,"Chaffey, Mark",16,7,5,21,1,,,1.0,2.0,2.0,2.0,1.0,1.0,,,6.0,15.0,,,1.0,,,62.0
42,"Dragicevic, Marc",5,,3,8,,1.0,,2.0,,1.0,,2.0,,,,2.0,6.0,,,,,,69.0
14,"Fiora, Aaron",4,1,,4,,1.0,,2.0,,,,1.0,,,,,4.0,,1.0,,,,51.0
19,"Fleming, Tim",11,2,4,15,,,,5.0,1.0,3.0,1.0,2.0,1.0,1.0,,4.0,12.0,,,2.0,2.0,,83.0
20,"Hall, Ray",7,3,5,12,,,3.0,1.0,,2.0,,3.0,,1.0,,6.0,6.0,1.0,,5.0,,,73.0
33,"Hartigan, Brent",8,3,3,11,,,,3.0,3.0,1.0,1.0,2.0,,1.0,,3.0,8.0,1.0,,1.0,1.0,,94.0
44,"Houlihan, Adam",4,2,3,7,1,,,2.0,,3.0,1.0,,,,,3.0,4.0,,,,,,51.0
31,"Hyde, Chris",5,5,5,10,,,,2.0,1.0,3.0,1.0,,,,,3.0,7.0,1.0,,1.0,,1.0,95.0
23,"Jackson, Daniel",4,2,8,12,,,1.0,4.0,2.0,2.0,,4.0,1.0,1.0,,7.0,5.0,1.0,,2.0,,,92.0
28,"Johnson, Kane",11,7,12,23,,,,2.0,1.0,1.0,5.0,2.0,1.0,,,9.0,14.0,1.0,2.0,2.0,,,96.0
39,"Kellaway, Andrew",6,4,3,9,,,2.0,2.0,2.0,,,1.0,1.0,,,5.0,5.0,1.0,,6.0,,,100.0
27,"Krakouer, Andrew",8,2,10,18,,,,3.0,,4.0,4.0,,,,,12.0,5.0,1.0,,1.0,1.0,,86.0
40,"Moore, Kelvin",4,3,1,5,,,,2.0,1.0,1.0,,1.0,,,,2.0,3.0,,,3.0,,1.0,82.0
35,"Newman, Chris",10,4,2,12,,,,5.0,1.0,3.0,4.0,1.0,,,,5.0,7.0,,,3.0,,1.0,53.0
5,"Ottens, Brad",7,6,5,12,2,2.0,26.0,1.0,,1.0,,4.0,2.0,2.0,,7.0,5.0,3.0,3.0,3.0,,,100.0
8,"Pettifer, Kayne",7,6,3,10,4,,,1.0,,3.0,,2.0,1.0,1.0,,7.0,4.0,2.0,3.0,,,,96.0
12,"Richardson, Matthew",11,6,,11,2,2.0,,2.0,1.0,4.0,,6.0,1.0,,,6.0,4.0,2.0,4.0,2.0,,,100.0
22,"Roach, Tom",2,2,2,4,,,,,1.0,1.0,,,,,,,4.0,,,,,,19.0
18,"Rodan, David",7,1,13,20,,,,9.0,3.0,4.0,9.0,1.0,3.0,1.0,,15.0,6.0,,,2.0,5.0,,98.0
32,"Tivendale, Greg",7,2,2,9,,1.0,,4.0,6.0,4.0,1.0,1.0,,,,3.0,6.0,,,3.0,2.0,,100.0
36,"Zantuck, Ty",7,3,3,10,,,,1.0,5.0,,,5.0,,2.0,,3.0,7.0,1.0,,10.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,168,78,101,269,10,10.0,32.0,55.0,40.0,46.0,29.0,42.0,12.0,10.0,,118.0,152.0,16.0,13.0,51.0,13.0,3.0,
Opposition,Opposition,195,92,104,299,19,12.0,37.0,42.0,36.0,58.0,36.0,33.0,10.0,12.0,6.0,123.0,174.0,8.0,20.0,50.0,14.0,14.0,
