Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
14,"Bird, Craig",25y 95d,114 (67-2-45 59.65%),48 (0.42),←,
7,"Cunningham, Harry",20y 141d,12 (7-0-5 58.33%),10 (0.83),←,
19,"Derickx, Tom",26y 140d,7 (4-0-3 57.14%),1 (0.14),5 (3-0-2 60.00%),1 (0.20)
23,"Franklin, Lance",27y 86d,188 (112-1-75 59.84%),592 (3.15),6 (3-0-3 50.00%),12 (2.00)
37,"Goodes, Adam",34y 108d,332 (186-5-141 56.78%),409 (1.23),←,
39,"Grundy, Heath",27y 328d,145 (85-2-58 59.31%),23 (0.16),←,
4,"Hannebery, Dan",23y 61d,107 (66-2-39 62.62%),47 (0.44),←,
15,"Jack, Kieren",26y 302d,144 (82-3-59 57.99%),107 (0.74),←,
32,"Jetta, Lewis",24y 357d,84 (52-2-30 63.10%),74 (0.88),←,
12,"Kennedy, Josh",25y 310d,117 (70-2-45 60.68%),69 (0.59),104 (65-2-37 63.46%),65 (0.63)
11,"Laidler, Jeremy",24y 264d,31 (18-1-12 59.68%),5 (0.16),5 (3-0-2 60.00%),3 (0.60)
44,"Lloyd, Jake",20y 218d,2 (2-0-0 100.00%),,←,
9,"Malceski, Nick",29y 254d,157 (100-2-55 64.33%),61 (0.39),←,
21,"McGlynn, Ben",28y 263d,131 (75-2-54 58.02%),148 (1.13),87 (52-2-33 60.92%),120 (1.38)
3,"McVeigh, Jarrad",29y 19d,225 (133-4-88 60.00%),160 (0.71),←,
26,"Parker, Luke",21y 183d,63 (39-1-23 62.70%),41 (0.65),←,
38,"Pyke, Mike",30y 33d,77 (46-1-30 60.39%),42 (0.55),←,
24,"Rampe, Dane",23y 328d,29 (17-1-11 60.34%),2 (0.07),←,
25,"Richards, Ted",31y 105d,212 (124-4-84 59.43%),32 (0.15),179 (105-4-70 59.78%),13 (0.07)
30,"Roberts-Thomson, Lewis",30y 230d,179 (106-1-72 59.50%),54 (0.30),←,
2,"Shaw, Rhyce",32y 192d,199 (107-1-91 54.02%),42 (0.21),105 (59-1-45 56.67%),22 (0.21)
40,"Smith, Nick",25y 318d,104 (61-2-41 59.62%),9 (0.09),←,
Totals,Totals,26y 313d,2659 (1559-39-1061 58.63%),1976 (0.74),,
C,"Longmire, John",43y 116d,80 (51-2-27 65.00%),,←,
