Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",25y 114d,66 (31-0-35 46.97%),6 (0.09),←,
26,"Bickley, Mark",32y 239d,229 (112-0-117 48.91%),67 (0.29),←,
35,"Biglands, Rhett",24y 208d,30 (15-0-15 50.00%),8 (0.27),←,
10,"Bode, Matthew",22y 275d,31 (12-0-19 38.71%),26 (0.84),2 (1-0-1 50.00%),1 (0.50)
24,"Burton, Brett",23y 331d,45 (19-0-26 42.22%),49 (1.09),←,
4,"Clarke, Matthew",28y 194d,157 (73-2-82 47.13%),23 (0.15),27 (11-0-16 40.74%),4 (0.15)
11,"Doughty, Michael",22y 238d,6 (5-0-1 83.33%),1 (0.17),←,
9,"Edwards, Tyson",25y 237d,127 (63-0-64 49.61%),72 (0.57),←,
15,"Fitzgerald, Ryan",25y 166d,11 (4-0-7 36.36%),17 (1.55),1 (1-0-0 100.00%),2 (2.00)
36,"Goodwin, Simon",25y 95d,96 (51-0-45 53.13%),45 (0.47),←,
34,"Hart, Ben",27y 265d,225 (111-1-113 49.56%),40 (0.18),←,
18,"Johncock, Graham",19y 161d,1 (1-0-0 100.00%),1 (1.00),←,
28,"Johnson, Kane",24y 16d,86 (44-0-42 51.16%),35 (0.41),←,
23,"McLeod, Andrew",25y 239d,147 (73-0-74 49.66%),158 (1.07),←,
6,"Nelson, Ben",25y 67d,41 (23-0-18 56.10%),6 (0.15),1 (1-0-0 100.00%),
22,"Perrie, Ian",22y 356d,27 (14-0-13 51.85%),28 (1.04),←,
32,"Ricciuto, Mark",26y 296d,195 (92-1-102 47.44%),139 (0.71),←,
27,"Schell, Daniel",22y 70d,17 (3-0-14 17.65%),13 (0.76),1 (1-0-0 100.00%),2 (2.00)
7,"Smart, Nigel",32y 314d,229 (111-1-117 48.69%),107 (0.47),←,
20,"Stenglein, Tyson",21y 258d,41 (22-0-19 53.66%),6 (0.15),←,
19,"Stevens, Mark",26y 157d,87 (49-0-38 56.32%),60 (0.69),66 (33-0-33 50.00%),40 (0.61)
17,"Welsh, Scott",23y 114d,77 (45-0-32 58.44%),100 (1.30),41 (19-0-22 46.34%),70 (1.71)
Totals,Totals,25y 84d,1971 (973-5-993 49.37%),1007 (0.51),,
C,"Ayres, Gary",41y 184d,162 (87-1-74 54.01%),,46 (22-0-24 47.83%),
