Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
35,"Akermanis, Jason",18y 107d,6 (2-0-4 33.33%),7 (1.17),←,
10,"Ashcroft, Marcus",23y 259d,115 (30-1-84 26.52%),65 (0.57),←,
1,"Champion, Richard",27y 58d,83 (21-1-61 25.90%),32 (0.39),←,
5,"Chapman, Nathan",20y 35d,31 (6-0-25 19.35%),11 (0.35),←,
16,"Clarke, Matthew",21y 266d,32 (13-0-19 40.63%),2 (0.06),←,
6,"Fletcher, Adrian",25y 244d,95 (41-0-54 43.16%),45 (0.47),50 (16-0-34 32.00%),25 (0.50)
37,"Frigo, Rudi",21y 131d,8 (6-0-2 75.00%),1 (0.13),←,
8,"Gowers, Andrew",26y 61d,99 (63-0-36 63.64%),55 (0.56),10 (4-0-6 40.00%),1 (0.10)
32,"Hart, Shaun",24y 25d,70 (16-1-53 23.57%),37 (0.53),←,
21,"Hodges, Shane",20y 159d,1 (1-0-0 100.00%),,←,
41,"Kennedy, Matthew",25y 127d,81 (20-0-61 24.69%),20 (0.25),←,
34,"Lawrence, Steven",19y 23d,8 (3-0-5 37.50%),,←,
23,"Leppitsch, Justin",19y 253d,18 (6-0-12 33.33%),12 (0.67),←,
17,"Leslie, Martin",32y 206d,106 (28-1-77 26.89%),11 (0.10),←,
2,"McAdam, Gilbert",28y 73d,80 (42-1-37 53.13%),75 (0.94),27 (12-0-15 44.44%),27 (1.00)
19,"McLean, Michael",30y 100d,168 (66-2-100 39.88%),39 (0.23),73 (19-0-54 26.03%),16 (0.22)
4,"McRae, Craig",21y 262d,11 (4-0-7 36.36%),9 (0.82),←,
22,"Scott, Chris",19y 39d,22 (8-0-14 36.36%),16 (0.73),←,
38,"Scott, Dion",25y 71d,33 (11-0-22 33.33%),19 (0.58),27 (10-0-17 37.04%),19 (0.70)
3,"Voss, Michael",19y 339d,44 (15-0-29 34.09%),29 (0.66),←,
33,"White, Darryl",21y 364d,56 (17-1-38 31.25%),46 (0.82),←,
Totals,Totals,23y 152d,1167 (419-8-740 35.90%),531 (0.46),,
C,"Walls, Robert",44y 325d,296 (139-2-155 47.30%),,97 (24-1-72 25.26%),
