Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
46,"Blicavs, Mark",5,4,8,13,,,4.0,6.0,,,,1.0,,1.0,,3.0,12.0,,,2.0,,,85.0
5,"Cockatoo, Nakia",9,2,3,12,1,1.0,,3.0,2.0,3.0,2.0,2.0,,2.0,,6.0,8.0,,,1.0,,,64.0
18,"Cowan, Josh",6,4,5,11,,,,5.0,2.0,2.0,1.0,2.0,,2.0,,3.0,9.0,,,,,1.0,73.0
35,"Dangerfield, Patrick",15,5,16,31,4,1.0,,3.0,1.0,8.0,4.0,2.0,1.0,,3.0,15.0,16.0,1.0,2.0,,2.0,,87.0
22,"Duncan, Mitch",11,5,14,25,,1.0,1.0,7.0,,3.0,4.0,2.0,4.0,,,8.0,18.0,,,2.0,1.0,,81.0
44,"Enright, Corey",17,12,13,30,,,1.0,2.0,3.0,,2.0,2.0,1.0,2.0,1.0,9.0,20.0,1.0,,3.0,,,90.0
29,"Guthrie, Cameron",8,2,17,25,,1.0,,1.0,2.0,2.0,3.0,5.0,,3.0,,9.0,16.0,1.0,,2.0,,,78.0
26,"Hawkins, Tom",6,3,2,8,1,,,5.0,,3.0,,2.0,1.0,2.0,,6.0,3.0,1.0,,1.0,,,92.0
25,"Henderson, Lachie",8,5,5,13,,,,3.0,1.0,,,,1.0,,,5.0,7.0,2.0,,2.0,,,60.0
39,"Kersten, Shane",9,7,5,14,,2.0,,4.0,1.0,4.0,2.0,3.0,,2.0,,6.0,9.0,1.0,2.0,1.0,,1.0,92.0
8,"Kolodjashnij, Jake",14,8,7,21,,,,3.0,2.0,1.0,1.0,2.0,2.0,,,9.0,11.0,1.0,,1.0,,,92.0
13,"Lonergan, Tom",8,6,9,17,,,,3.0,1.0,1.0,,1.0,,1.0,,5.0,12.0,,,5.0,,,93.0
4,"Mackie, Andrew",19,8,7,26,,1.0,,5.0,1.0,2.0,,5.0,,,,5.0,23.0,,,2.0,,,84.0
6,"McCarthy, Lincoln",4,1,6,10,,,,7.0,,4.0,,1.0,1.0,,,4.0,6.0,1.0,,2.0,,1.0,82.0
10,"Menzel, Daniel",6,4,6,12,1,1.0,,1.0,,3.0,,,,,,5.0,8.0,,1.0,1.0,,1.0,75.0
32,"Motlop, Steven",13,5,13,26,,1.0,,4.0,2.0,1.0,2.0,2.0,,1.0,,4.0,22.0,,1.0,,2.0,,88.0
21,"Murdoch, Jordan",5,2,9,14,1,,,3.0,,2.0,,1.0,1.0,,,4.0,10.0,,,,,,78.0
36,"Ruggles, Tom",13,6,9,22,,,2.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,,7.0,15.0,,,,,,81.0
14,"Selwood, Joel",16,4,15,31,,,,9.0,3.0,3.0,6.0,2.0,2.0,,,16.0,15.0,,1.0,3.0,,1.0,83.0
9,"Smith, Zac",7,6,6,13,2,,16.0,2.0,,1.0,5.0,,1.0,,,10.0,3.0,3.0,2.0,3.0,,,74.0
1,"Stanley, Rhys",5,3,5,10,1,,12.0,2.0,,3.0,,3.0,1.0,2.0,,2.0,8.0,,,1.0,,1.0,74.0
7,"Taylor, Harry",9,5,10,19,,,,2.0,3.0,1.0,,3.0,1.0,1.0,,9.0,11.0,1.0,,3.0,,,96.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,107,190,403,11,12.0,36.0,84.0,27.0,50.0,35.0,43.0,20.0,20.0,4.0,150.0,262.0,13.0,9.0,35.0,5.0,6.0,
Opposition,Opposition,190,67,167,357,9,7.0,40.0,78.0,38.0,40.0,39.0,54.0,20.0,20.0,2.0,139.0,220.0,7.0,6.0,48.0,14.0,7.0,
