Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Brand, Kaiden",5,1,4,9,,,,2.0,2.0,,,1.0,1.0,1.0,,5.0,4.0,,,7.0,,,95.0
22,"Breust, Luke",9,5,5,14,3,,,4.0,,4.0,1.0,,1.0,,,7.0,7.0,1.0,1.0,2.0,,1.0,80.0
46,"Cousins, James",7,3,8,15,1,1.0,,3.0,,2.0,,3.0,,1.0,,5.0,9.0,,,1.0,1.0,,73.0
19,"Gunston, Jack",9,5,4,13,,2.0,,3.0,1.0,6.0,,,1.0,,,1.0,12.0,,,2.0,,,88.0
15,"Hardwick, Blake",14,3,4,18,,,,6.0,4.0,2.0,,3.0,,,,4.0,11.0,,,5.0,,,87.0
31,"Henderson, Ricky",11,8,5,16,,1.0,,1.0,1.0,2.0,,,1.0,,,3.0,11.0,,,1.0,1.0,,75.0
17,"Howe, Daniel",9,6,10,19,,,,4.0,1.0,1.0,4.0,3.0,1.0,1.0,,8.0,13.0,,,2.0,,,75.0
4,"Impey, Jarman",10,5,6,16,,,,4.0,1.0,1.0,,2.0,1.0,2.0,,8.0,7.0,3.0,,2.0,,,78.0
8,"Lewis, Mitch",5,3,1,6,1,1.0,1.0,3.0,,2.0,,,1.0,,,3.0,3.0,1.0,,3.0,,,60.0
7,"McEvoy, Ben",5,2,10,15,,,41.0,5.0,,,7.0,1.0,1.0,,,11.0,5.0,2.0,,7.0,,,86.0
23,"OBrien, Tim",10,3,6,16,,,,2.0,,3.0,,1.0,2.0,,,6.0,9.0,,,8.0,,,83.0
10,"OMeara, Jaeger",17,8,25,42,1,,,2.0,4.0,6.0,9.0,7.0,1.0,2.0,3.0,23.0,22.0,,1.0,2.0,,,83.0
28,"Puopolo, Paul",4,1,6,10,,,,5.0,,1.0,1.0,,1.0,,,3.0,5.0,,,1.0,,3.0,85.0
2,"Roughead, Jarryd",8,4,7,15,1,2.0,4.0,,,1.0,,2.0,,,,6.0,7.0,1.0,2.0,3.0,,,81.0
35,"Scrimshaw, Jack",11,7,5,16,,1.0,,3.0,2.0,2.0,,1.0,,,,4.0,11.0,,,2.0,,1.0,72.0
21,"Scully, Tom",12,4,11,23,1,1.0,,1.0,1.0,5.0,3.0,3.0,,,,8.0,16.0,,1.0,1.0,1.0,,88.0
26,"Shiels, Liam",19,7,7,26,3,,,9.0,,5.0,6.0,1.0,2.0,1.0,2.0,7.0,16.0,,1.0,1.0,,1.0,77.0
6,"Sicily, James",20,12,7,27,,,,1.0,7.0,2.0,,2.0,2.0,,,8.0,20.0,2.0,,,2.0,,94.0
16,"Smith, Isaac",15,8,5,20,,,,2.0,4.0,4.0,,,,,,2.0,18.0,1.0,,,4.0,1.0,89.0
24,"Stratton, Ben",3,5,5,8,,,,1.0,1.0,,,1.0,,,,1.0,7.0,1.0,,5.0,,,91.0
20,"Wingard, Chad",12,5,5,17,2,2.0,,3.0,,5.0,2.0,1.0,2.0,,,6.0,10.0,1.0,2.0,,,1.0,84.0
5,"Worpel, James",11,2,10,21,,,,8.0,1.0,2.0,2.0,6.0,1.0,2.0,,14.0,10.0,,,5.0,,,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,226,107,156,382,13,15.0,46.0,72.0,30.0,56.0,35.0,38.0,19.0,10.0,5.0,143.0,233.0,13.0,8.0,60.0,9.0,8.0,
Opposition,Opposition,219,87,156,375,13,10.0,42.0,64.0,41.0,47.0,53.0,56.0,10.0,19.0,1.0,152.0,218.0,18.0,9.0,57.0,3.0,7.0,
