Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bassett, Nathan",2,1,,2,,,,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,28.0
44,"Bock, Nathan",11,6,5,16,1,,,1.0,1.0,8.0,,1.0,1.0,,,2.0,14.0,,1.0,3.0,1.0,,87.0
10,"Bode, Matthew",7,3,6,13,4,1.0,,7.0,,2.0,2.0,1.0,1.0,,,9.0,5.0,1.0,1.0,3.0,,1.0,89.0
4,"Clarke, Matthew",5,7,4,9,,,24.0,,,2.0,1.0,4.0,,3.0,,2.0,7.0,1.0,,3.0,2.0,,78.0
11,"Doughty, Michael",13,4,11,24,,,1.0,4.0,2.0,8.0,4.0,3.0,1.0,1.0,,9.0,15.0,,,3.0,4.0,1.0,74.0
9,"Edwards, Tyson",21,7,12,33,,,,1.0,4.0,4.0,5.0,3.0,,1.0,1.0,9.0,24.0,,,1.0,3.0,,98.0
36,"Goodwin, Simon",9,2,7,16,,1.0,1.0,2.0,,4.0,4.0,2.0,1.0,1.0,,9.0,8.0,1.0,,2.0,,,94.0
37,"Hentschel, Trent",7,4,4,11,3,2.0,,2.0,,,,,2.0,,,7.0,4.0,2.0,3.0,,,,100.0
18,"Johncock, Graham",5,3,7,12,,,,2.0,8.0,,,3.0,4.0,1.0,,7.0,6.0,1.0,,3.0,1.0,,100.0
20,"Maric, Ivan",,,2,2,,,3.0,,,,,,,,,1.0,1.0,,,,,,22.0
3,"Massie, Kris",2,6,7,9,,,,2.0,1.0,1.0,1.0,,,,,3.0,7.0,,,,,,75.0
39,"Mattner, Martin",9,6,12,21,,,,4.0,3.0,1.0,3.0,1.0,,,,4.0,17.0,,,14.0,4.0,,100.0
16,"McGregor, Ken",4,1,2,6,,1.0,,2.0,,3.0,,1.0,1.0,1.0,,2.0,3.0,,,1.0,,,69.0
23,"McLeod, Andrew",5,,15,20,,,,3.0,2.0,2.0,,5.0,1.0,3.0,,5.0,15.0,,,,2.0,1.0,100.0
40,"Porplyzia, Jason",4,3,,4,,2.0,,2.0,,1.0,,,1.0,,,2.0,3.0,,1.0,,,,69.0
33,"Reilly, Brent",12,7,9,21,,1.0,,5.0,3.0,3.0,2.0,1.0,2.0,,,3.0,18.0,,2.0,,3.0,,81.0
25,"Rutten, Ben",10,7,5,15,,1.0,,,5.0,1.0,,3.0,2.0,1.0,,5.0,11.0,,,3.0,1.0,,100.0
12,"Shirley, Robert",5,1,11,16,,,,5.0,1.0,3.0,3.0,,1.0,,,7.0,9.0,,,5.0,,,82.0
27,"Stevens, Scott",8,1,5,13,,,,3.0,2.0,,,2.0,2.0,1.0,,5.0,7.0,,,8.0,1.0,,100.0
5,"Thompson, Scott",13,3,8,21,,1.0,,3.0,4.0,2.0,1.0,2.0,1.0,1.0,,7.0,13.0,,,1.0,,,91.0
7,"van Berlo, Nathan",10,8,6,16,1,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,3.0,15.0,,1.0,1.0,,1.0,76.0
17,"Welsh, Scott",6,5,3,9,1,2.0,,1.0,,2.0,,2.0,,1.0,,1.0,8.0,,2.0,2.0,,1.0,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,168,85,141,309,10,20.0,30.0,51.0,38.0,49.0,27.0,37.0,22.0,16.0,1.0,103.0,211.0,6.0,11.0,53.0,22.0,5.0,
Opposition,Opposition,198,114,150,348,13,17.0,21.0,46.0,45.0,52.0,24.0,47.0,16.0,22.0,5.0,105.0,241.0,10.0,13.0,48.0,19.0,7.0,
