Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",22y 118d,50 (21-1-28 43.00%),28 (0.56),←,
35,"Baxter, Darren",26y 32d,86 (39-2-45 46.51%),10 (0.12),←,
18,"Cameron, Leon",18y 230d,23 (13-0-10 56.52%),8 (0.35),←,
1,"Charles, Justin",20y 204d,13 (7-0-6 53.85%),1 (0.08),←,
20,"Coleman, Glenn",30y 76d,149 (81-1-67 54.70%),84 (0.56),24 (13-0-11 54.17%),20 (0.83)
22,"Cullen, Mark",22y 209d,27 (11-0-16 40.74%),17 (0.63),←,
26,"Del-Re, Danny",23y 67d,18 (9-0-9 50.00%),26 (1.44),←,
12,"Eppelstun, Greg",24y 155d,83 (42-1-40 51.20%),1 (0.01),←,
45,"Ford, Michael",28y 191d,84 (42-1-41 50.60%),17 (0.20),←,
32,"Foster, Peter",30y 322d,132 (70-2-60 53.79%),51 (0.39),125 (67-2-56 54.40%),49 (0.39)
7,"Hawkins, Doug",30y 350d,247 (99-3-145 40.69%),137 (0.55),←,
10,"Hunter, Mark",25y 229d,43 (18-1-24 43.02%),2 (0.05),←,
4,"Kellett, Nigel",21y 123d,8 (3-0-5 37.50%),,←,
21,"Kolyniuk, Steven",20y 289d,35 (17-1-17 50.00%),39 (1.11),←,
31,"Krakouer, Phil",31y 95d,142 (80-3-59 57.39%),224 (1.58),1 (1-0-0 100.00%),
39,"Liberatore, Tony",25y 68d,41 (24-0-17 58.54%),24 (0.59),←,
27,"Macpherson, Stephen",26y 139d,123 (58-2-63 47.97%),132 (1.07),←,
33,"Royal, Brian",29y 129d,162 (85-2-75 53.09%),214 (1.32),←,
24,"Wallis, Stephen",26y 175d,171 (87-2-82 51.46%),40 (0.23),←,
15,"Wynd, Scott",21y 85d,39 (17-0-22 43.59%),6 (0.15),←,
Totals,Totals,25y 110d,1676 (823-22-831 49.11%),1061 (0.63),,
C,"Wheeler, Terry",36y 38d,26 (14-0-12 53.85%),,←,
