Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",22y 150d,50 (30-0-20 60.00%),13 (0.26),←,
21,"Bradley, Craig",33y 276d,262 (163-2-97 62.60%),194 (0.74),←,
16,"Camporeale, Scott",21y 349d,56 (40-0-16 71.43%),37 (0.66),←,
6,"Clape, Matt",28y 59d,77 (56-0-21 72.73%),59 (0.77),48 (35-0-13 72.92%),45 (0.94)
35,"Dean, Peter",32y 139d,230 (145-1-84 63.26%),33 (0.14),←,
36,"Hamill, Aaron",19y 340d,18 (8-0-10 44.44%),8 (0.44),←,
13,"Hanna, Mil",31y 112d,186 (108-2-76 58.60%),81 (0.44),←,
9,"Hickmott, Adrian",25y 118d,85 (54-0-31 63.53%),42 (0.49),35 (22-0-13 62.86%),18 (0.51)
33,"Hogg, Matthew",28y 217d,147 (80-3-64 55.44%),37 (0.25),88 (56-1-31 64.20%),33 (0.38)
4,"Kernahan, Stephen",33y 328d,249 (156-2-91 63.05%),737 (2.96),←,
43,"Koutoufides, Anthony",24y 189d,102 (65-1-36 64.22%),72 (0.71),←,
5,"McKay, Andrew",27y 12d,103 (69-1-33 67.48%),17 (0.17),←,
18,"Murphy, Justin",21y 93d,45 (27-0-18 60.00%),48 (1.07),33 (18-0-15 54.55%),39 (1.18)
27,"OSullivan, Luke",29y 120d,61 (33-0-28 54.10%),58 (0.95),←,
19,"Pearce, Brad",25y 344d,48 (33-0-15 68.75%),94 (1.96),46 (33-0-13 71.74%),93 (2.02)
46,"Porter, Mark",20y 288d,2 (1-0-1 50.00%),,←,
7,"Ratten, Brett",26y 15d,137 (84-0-53 61.31%),34 (0.25),←,
23,"Rice, Dean",29y 131d,148 (68-1-79 46.28%),70 (0.47),32 (23-0-9 71.88%),27 (0.84)
14,"Sexton, Michael",26y 143d,147 (93-1-53 63.61%),15 (0.10),←,
1,"Silvagni, Stephen",30y 56d,225 (147-1-77 65.56%),149 (0.66),←,
32,"Whitehead, Adrian",21y 335d,59 (44-0-15 74.58%),19 (0.32),←,
Totals,Totals,26y 251d,2437 (1504-15-918 61.72%),1817 (0.75),,
C,"Parkin, David",54y 317d,440 (264-2-174 60.23%),,277 (177-2-98 64.26%),
