Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41,"Adkins, Damien",9,6,3,12,1,,,,,2.0,,3.0,,,,,12.0,,,,,,
49,"Betheras, Rupert",6,5,3,9,,,,2.0,3.0,2.0,,1.0,,1.0,,2.0,7.0,1.0,,,,,
26,"Brown, Gavin",7,4,6,13,,3.0,,1.0,,1.0,,3.0,,2.0,,7.0,6.0,1.0,2.0,,,,
5,"Buckley, Nathan",28,11,12,40,2,3.0,,4.0,7.0,9.0,5.0,2.0,4.0,1.0,2.0,12.0,29.0,1.0,2.0,2.0,1.0,,
17,"Burns, Scott",4,7,8,12,,,,,,1.0,,,,2.0,,3.0,9.0,1.0,,,,,
28,"Crosisca, Gavin",2,,2,4,,,,,2.0,,,2.0,,,,2.0,2.0,,,2.0,,,
40,"Davis, Leon",2,,5,7,,,,2.0,,2.0,,1.0,,,,2.0,5.0,,,,,,
19,"Davis, Nick",13,10,11,24,1,1.0,,1.0,2.0,3.0,3.0,2.0,1.0,1.0,,9.0,15.0,1.0,2.0,,2.0,,
46,"Dimattina, Andrew",4,1,1,5,,,,1.0,2.0,,,,1.0,,,2.0,3.0,1.0,,,,,
25,"Fraser, Josh",7,6,6,13,1,1.0,8.0,1.0,1.0,2.0,6.0,,2.0,1.0,,7.0,7.0,,2.0,1.0,,,
31,"Johnson, Ben",14,7,4,18,1,,,2.0,3.0,3.0,1.0,3.0,1.0,1.0,,3.0,16.0,,1.0,2.0,2.0,,
30,"Kinnear, Ben",9,5,5,14,,1.0,,,1.0,2.0,,1.0,2.0,,,7.0,7.0,,,2.0,,,
18,"Licuria, Paul",13,2,12,25,,,,4.0,2.0,2.0,1.0,2.0,1.0,2.0,,10.0,17.0,,,,1.0,,
24,"Lockyer, Tarkyn",17,7,9,26,,,,3.0,3.0,5.0,3.0,3.0,1.0,,,6.0,19.0,,,2.0,,,
48,"Michael, Mal",8,7,4,12,4,1.0,1.0,1.0,,1.0,1.0,1.0,,,,6.0,6.0,3.0,3.0,,,,
11,"OBree, Shane",19,2,1,20,,,,1.0,1.0,3.0,6.0,2.0,1.0,1.0,,7.0,12.0,,,1.0,1.0,,
2,"Orchard, Mark",4,2,8,12,,,,4.0,,1.0,,4.0,,,,2.0,10.0,,,1.0,,,
35,"Prestigiacomo, Simon",1,2,3,4,,,,,1.0,,,,,,,3.0,1.0,1.0,,1.0,,,
23,"Rocca, Anthony",9,7,4,13,1,,5.0,2.0,,6.0,2.0,5.0,,3.0,,5.0,8.0,1.0,1.0,3.0,,,
44,"Scotland, Heath",10,6,7,17,,1.0,,2.0,,1.0,1.0,,,,,8.0,10.0,1.0,3.0,,1.0,,
21,"Tuckey, Brent",2,2,,2,,,,,,,,1.0,,,,,2.0,,1.0,,,,
10,"Williams, Paul",12,6,3,15,2,1.0,,1.0,3.0,5.0,1.0,2.0,1.0,1.0,,4.0,10.0,1.0,2.0,2.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,105,117,317,13,13.0,14.0,32.0,31.0,51.0,30.0,38.0,15.0,16.0,2.0,107.0,213.0,13.0,19.0,19.0,9.0,,
Opposition,Opposition,191,79,139,330,15,10.0,45.0,29.0,37.0,49.0,42.0,31.0,16.0,15.0,4.0,112.0,216.0,12.0,10.0,30.0,18.0,,
