Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",7,2,11,18,1,,,,,,,,,1.0,,,,,,,,,
35,"Baxter, Darren",9,4,3,12,,,,,,,,,,,,,,,,,,,
18,"Cameron, Leon",13,3,6,19,1,,,,,,,,2.0,1.0,,,,,,,,,
20,"Coleman, Glenn",15,8,5,20,1,1.0,,2.0,,,,,1.0,2.0,1.0,,,,,,,,
26,"Del-Re, Danny",9,5,4,13,3,1.0,,,,,,,,1.0,,,,,,,,,
12,"Eppelstun, Greg",6,1,2,8,,,,2.0,,,,,,1.0,,,,,,,,,
32,"Foster, Peter",10,4,3,13,,,,1.0,,,,,1.0,1.0,,,,,,,,,
29,"Grant, Chris",11,7,4,15,2,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
7,"Hawkins, Doug",13,7,3,16,2,1.0,,,,,,,1.0,3.0,,,,,,,,,
43,"Hogg, Matthew",8,1,3,11,,,,,,,,,2.0,1.0,,,,,,,,,
8,"Kennedy, Rick",3,3,4,7,,,,,,,,,1.0,2.0,,,,,,,,,
21,"Kolyniuk, Steven",13,5,13,26,1,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,
39,"Liberatore, Tony",15,1,9,24,1,1.0,,5.0,,,,,,4.0,,,,,,,,,
11,"McGuinness, Tony",18,2,5,23,,,,,,,,,,1.0,2.0,,,,,,,,
14,"Reynolds, Keenan",9,3,3,12,1,,,,,,,,2.0,1.0,,,,,,,,,
33,"Royal, Brian",12,5,20,32,1,,,1.0,,,,,1.0,,,,,,,,,,
16,"Wallace, Terry",21,7,14,35,,,,1.0,,,,,5.0,2.0,3.0,,,,,,,,
24,"Wallis, Stephen",16,6,8,24,,,,2.0,,,,,,2.0,,,,,,,,,
6,"Wigney, Stuart",,,2,2,,,,,,,,,,,,,,,,,,,
15,"Wynd, Scott",1,1,12,13,,,11.0,,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,75,134,343,14,7.0,12.0,16.0,,,,,21.0,26.0,6.0,,,,,,,,
Opposition,Opposition,191,65,127,318,10,13.0,20.0,14.0,,,,,26.0,21.0,,,,,,,,,
