St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Battle, Josh",9,6,7.0,16,1.0,,2.0,,,2.0,,3.0,2.0,1.0,,7,9,2.0,1.0,1.0,,1.0,71.0
15,"Billings, Jack",13,5,12.0,25,,,,2.0,2.0,3.0,5.0,1.0,1.0,,,9,15,,,1.0,,,92.0
16,"Butler, Dan",10,3,3.0,13,3.0,2.0,,3.0,1.0,3.0,,,1.0,,3.0,6,8,1.0,,,,1.0,84.0
2,"Carlisle, Jake",8,9,1.0,9,,,3.0,1.0,2.0,,,,,,1.0,2,7,2.0,,7.0,,,97.0
11,"Clark, Hunter",8,2,7.0,15,,,,5.0,1.0,2.0,3.0,1.0,2.0,,,9,7,,,1.0,,1.0,78.0
1,"Coffield, Nick",10,5,6.0,16,,,,1.0,1.0,,3.0,1.0,,,,7,9,,,2.0,,,75.0
4,"Gresham, Jade",4,2,6.0,10,,,,2.0,,2.0,2.0,3.0,,1.0,,4,6,,,,,,70.0
10,"Hannebery, Dan",5,1,13.0,18,,,,1.0,2.0,2.0,4.0,2.0,,1.0,,9,9,,,1.0,,,79.0
8,"Hill, Bradley",14,6,5.0,19,1.0,,,2.0,2.0,3.0,,4.0,2.0,,,2,16,,1.0,1.0,,,85.0
20,"Howard, Dougal",9,5,,9,,,1.0,1.0,1.0,,,,,,,1,5,,,8.0,,,93.0
3,"Jones, Zak",6,2,6.0,12,,,,,,2.0,1.0,4.0,,,,5,6,,,,,1.0,48.0
25,"Kent, Dean",8,2,2.0,10,2.0,,,,1.0,2.0,1.0,6.0,,2.0,,2,6,,,1.0,,1.0,77.0
12,"King, Max",5,3,5.0,10,,,,1.0,1.0,1.0,,2.0,,1.0,,4,5,1.0,,,,,86.0
21,"Long, Ben",9,2,8.0,17,,,,7.0,2.0,1.0,1.0,5.0,1.0,3.0,2.0,9,9,,,3.0,,,85.0
13,"Lonie, Jack",12,3,4.0,16,2.0,,,1.0,3.0,3.0,2.0,3.0,3.0,1.0,,5,10,,,,,2.0,83.0
43,"Marsh, Jonathon",7,4,4.0,11,1.0,,,5.0,,3.0,,3.0,1.0,1.0,,4,7,1.0,2.0,1.0,,1.0,86.0
19,"Marshall, Rowan",8,4,7.0,15,2.0,,25.0,2.0,,2.0,2.0,3.0,,2.0,,10,5,2.0,1.0,1.0,,,91.0
28,"Membrey, Tim",7,7,6.0,13,3.0,1.0,,3.0,,,,,,,,6,7,2.0,5.0,2.0,,1.0,81.0
33,"Paton, Ben",5,5,9.0,14,,,,,2.0,1.0,1.0,1.0,,,,3,9,,,1.0,,,81.0
6,"Ross, Sebastian",9,2,7.0,16,,,,3.0,2.0,4.0,3.0,4.0,,2.0,,5,12,,,,,,87.0
9,"Steele, Jack",10,3,11.0,21,,,,10.0,3.0,2.0,5.0,1.0,1.0,,,8,13,1.0,,,,,81.0
44,"Wilkie, Callum",8,1,2.0,10,,,,2.0,2.0,,,,1.0,,,1,6,,,4.0,,,91.0
Totals,Totals,184,82,131.0,315,15.0,3.0,31.0,52.0,28.0,38.0,33.0,47.0,15.0,15.0,6.0,118,186,12.0,10.0,35.0,,9.0,
Opposition,Opposition,149,62,165.0,314,10.0,7.0,26.0,52.0,23.0,39.0,29.0,53.0,15.0,15.0,,119,201,6.0,8.0,48.0,1.0,9.0,
