St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",23y 326d,74 (35-0-39 47.30%),26 (0.35),←,
15,"Billings, Jack",26y 340d,152 (60-1-91 39.80%),107 (0.70),←,
16,"Butler, Dan",26y 51d,101 (59-0-42 58.42%),116 (1.15),56 (28-0-28 50.00%),63 (1.13)
13,"Byrnes, Ryan",21y 82d,27 (15-0-12 55.56%),6 (0.22),←,
11,"Clark, Hunter",23y 120d,64 (26-1-37 41.41%),8 (0.13),←,
5,"Crouch, Brad",28y 191d,133 (67-0-66 50.38%),47 (0.35),38 (19-0-19 50.00%),13 (0.34)
4,"Gresham, Jade",24y 334d,113 (51-1-61 45.58%),115 (1.02),←,
22,"Higgins, Jack",23y 127d,76 (46-1-29 61.18%),80 (1.05),33 (16-0-17 48.48%),51 (1.55)
8,"Hill, Bradley",29y 15d,207 (125-0-82 60.39%),90 (0.43),58 (31-0-27 53.45%),11 (0.19)
12,"King, Max",22y 17d,56 (28-0-28 50.00%),104 (1.86),←,
31,"Lienert, Jarrod",27y 353d,31 (19-0-12 61.29%),1 (0.03),8 (6-0-2 75.00%),
21,"Long, Ben",24y 337d,75 (31-1-43 42.00%),29 (0.39),←,
19,"Marshall, Rowan",26y 242d,82 (38-0-44 46.34%),45 (0.55),←,
28,"Membrey, Tim",28y 59d,149 (69-2-78 46.98%),250 (1.68),148 (68-2-78 46.62%),250 (1.69)
33,"Paton, Ben",23y 278d,51 (25-0-26 49.02%),4 (0.08),←,
6,"Ross, Sebastian",29y 78d,177 (71-2-104 40.68%),31 (0.18),←,
43,"Sharman, Cooper",21y 364d,12 (7-0-5 58.33%),13 (1.08),←,
35,"Sinclair, Jack",27y 162d,137 (59-1-77 43.43%),46 (0.34),←,
9,"Steele, Jack",26y 223d,133 (58-1-74 43.98%),52 (0.39),116 (50-1-65 43.53%),43 (0.37)
29,"Webster, Jimmy",29y 26d,130 (50-1-79 38.85%),4 (0.03),←,
44,"Wilkie, Callum",26y 136d,81 (40-0-41 49.38%),1 (0.01),←,
17,"Windhager, Marcus",19y 69d,14 (8-0-6 57.14%),3 (0.21),←,
32,"Wood, Mason",28y 314d,90 (46-0-44 51.11%),90 (1.00),25 (16-0-9 64.00%),14 (0.56)
Totals,Totals,25y 232d,2165 (1033-12-1120 47.71%),1268 (0.59),,
C,"Ratten, Brett",51y 13d,184 (93-1-90 50.82%),,64 (33-0-31 51.56%),
