Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Baker, Liam",7,5,5,12,,,,2.0,2.0,4.0,,2.0,,,,4.0,7.0,1.0,,1.0,,1.0,80.0
21,"Balta, Noah",10,10,1,11,2,,,4.0,1.0,4.0,,2.0,,1.0,2.0,3.0,8.0,2.0,3.0,1.0,,,83.0
29,"Bolton, Shai",19,7,6,25,4,1.0,,2.0,,8.0,2.0,4.0,1.0,,,8.0,17.0,,1.0,,4.0,,86.0
35,"Broad, Nathan",6,2,1,7,,,,2.0,1.0,1.0,,1.0,,,,,6.0,,,2.0,1.0,,82.0
9,"Cotchin, Trent",12,5,6,18,,1.0,,1.0,1.0,3.0,4.0,2.0,2.0,,,8.0,9.0,,1.0,1.0,,1.0,77.0
27,"Dow, Thomson",5,3,11,16,,,,4.0,,3.0,3.0,3.0,,1.0,,6.0,10.0,,,1.0,,,82.0
34,"Graham, Jack",7,3,8,15,,1.0,,5.0,,3.0,1.0,3.0,,2.0,,4.0,12.0,,1.0,,1.0,,78.0
2,"Grimes, Dylan",10,5,4,14,,,,4.0,3.0,,1.0,1.0,2.0,,,5.0,7.0,,,1.0,,,72.0
22,"Hopper, Jacob",12,8,16,28,,,,3.0,1.0,2.0,4.0,3.0,,2.0,,6.0,23.0,,,,,1.0,75.0
4,"Martin, Dustin",20,7,11,31,3,,,2.0,1.0,7.0,2.0,5.0,1.0,1.0,1.0,11.0,19.0,1.0,5.0,,4.0,1.0,91.0
33,"McIntosh, Kamdyn",10,5,5,15,,,,,3.0,1.0,,5.0,,2.0,,1.0,14.0,,,,,,84.0
25,"Nankervis, Toby",9,3,7,16,1,1.0,24.0,7.0,3.0,1.0,5.0,2.0,3.0,1.0,,10.0,6.0,,2.0,1.0,,1.0,82.0
50 ↓,"Pickett, Marlion",3,1,1,4,,,,1.0,,2.0,,,,,,,4.0,,,,,1.0,61.0
3,"Prestia, Dion",10,6,11,21,1,,,,2.0,1.0,3.0,1.0,,,,3.0,17.0,,2.0,1.0,,1.0,82.0
8,"Riewoldt, Jack",8,6,2,10,1,3.0,,2.0,,2.0,,1.0,,,,4.0,6.0,1.0,4.0,1.0,,,76.0
17,"Rioli, Daniel",6,3,8,14,,,,2.0,1.0,,,2.0,,1.0,,4.0,9.0,,1.0,1.0,5.0,,82.0
10 ↑,"Rioli, Maurice",1,1,2,3,,,,1.0,1.0,1.0,,1.0,1.0,,,5.0,1.0,,,2.0,,,20.0
5,"Ross, Jack",11,4,12,23,,,,1.0,3.0,5.0,4.0,3.0,1.0,,,10.0,11.0,,,2.0,1.0,1.0,79.0
15,"Short, Jayden",18,5,2,20,,,,,4.0,2.0,,,1.0,,,3.0,14.0,,,1.0,,,79.0
20,"Soldo, Ivan",7,5,2,9,2,3.0,15.0,2.0,,2.0,3.0,1.0,1.0,1.0,,6.0,4.0,2.0,4.0,2.0,,,71.0
14,"Taranto, Tim",9,2,12,21,,,,8.0,1.0,1.0,3.0,2.0,,,,11.0,12.0,,,2.0,,1.0,83.0
1,"Vlastuin, Nick",10,6,4,14,,,,6.0,6.0,1.0,,1.0,1.0,,,3.0,10.0,1.0,,1.0,,,93.0
45,"Young, Tylar",8,4,4,12,,,,1.0,3.0,2.0,,4.0,,1.0,,4.0,6.0,1.0,,3.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,7.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,106,141,359,14,17.0,39.0,60.0,37.0,56.0,35.0,49.0,14.0,13.0,3.0,119.0,232.0,9.0,24.0,24.0,16.0,9.0,
Opposition,Opposition,193,75,166,359,10,12.0,40.0,61.0,40.0,47.0,26.0,58.0,13.0,14.0,3.0,113.0,235.0,10.0,13.0,53.0,13.0,8.0,
