Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Blurton, Ashley",7,1,5,12,,,,2.0,3.0,,,,1.0,,,,,,,,,,
22,"Bower, Nathan",7,2,5,12,,,,,1.0,1.0,,,,,,,,,,,,,
17,"Broderick, Paul",3,,3,6,,,,1.0,,1.0,2.0,,,,,,,,,,,,
21,"Bulluss, Paul",6,1,1,7,,,,,3.0,,,1.0,,1.0,,,,,,,,,
9,"Campbell, Wayne",15,5,12,27,1,1.0,,3.0,2.0,9.0,6.0,1.0,,3.0,,,,,,,,,
10,"Daffy, Nick",20,5,8,28,5,4.0,,1.0,,7.0,5.0,1.0,,,,,,,,,,,
25,"Gale, Brendon",12,3,6,18,1,,10.0,,3.0,5.0,6.0,1.0,4.0,1.0,,,,,,,,,
1,"Gale, Michael",5,,3,8,,,,,2.0,1.0,,2.0,1.0,1.0,,,,,,,,,
2,"Gaspar, Darren",11,4,7,18,,1.0,,2.0,1.0,3.0,2.0,2.0,,1.0,,,,,,,,,
20,"Harrison, Ben",14,5,6,20,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,,1.0,,,,,,,,,
16,"Holland, Ben",5,4,5,10,2,1.0,2.0,3.0,,1.0,1.0,,,,,,,,,,,,
23,"James, Aaron",6,4,5,11,,,,3.0,4.0,,1.0,3.0,1.0,2.0,,,,,,,,,
3,"Kellaway, Duncan",8,1,5,13,,,,6.0,2.0,1.0,2.0,,3.0,,,,,,,,,,
8,"Merenda, Mark",11,2,10,21,,1.0,,,,1.0,4.0,1.0,,1.0,,,,,,,,,
28,"Moore, Ben",8,2,4,12,,,,,,3.0,,1.0,1.0,4.0,,,,,,,,,
26,"Nichols, Trent",6,1,1,7,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,
5,"Ottens, Brad",5,2,4,9,,,7.0,,,2.0,2.0,,2.0,,,,,,,,,,
7,"Prescott, Ashley",10,4,6,16,,,,,2.0,,3.0,2.0,1.0,2.0,,,,,,,,,
4,"Rogers, Matthew",15,2,3,18,2,1.0,,,,6.0,1.0,,1.0,,,,,,,,,,
35,"Rombotis, John",8,4,7,15,1,2.0,,4.0,,5.0,2.0,,1.0,,,,,,,,,,
37,"Ryan, Damien",1,1,2,3,,,,1.0,,,2.0,,,,,,,,,,,,
29,"Torney, Jason",10,4,3,13,,1.0,,3.0,6.0,2.0,1.0,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,57,111,304,12,16.0,20.0,30.0,31.0,52.0,41.0,18.0,17.0,17.0,,,,,,,,,
Opposition,Opposition,225,104,113,338,20,13.0,31.0,24.0,40.0,60.0,35.0,17.0,19.0,17.0,6.0,,,,,,,,
