Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",32y 120d,286 (156-0-130 54.55%),250 (0.87),163 (72-0-91 44.17%),130 (0.80)
2,"Carr, Josh",28y 61d,181 (113-1-67 62.71%),98 (0.54),76 (36-0-40 47.37%),38 (0.50)
15,"Crowley, Ryan",24y 116d,64 (29-0-35 45.31%),51 (0.80),←,
25,"Dodd, Steven",25y 9d,69 (33-0-36 47.83%),4 (0.06),←,
5,"Dunn, Ryley",22y 266d,8 (3-0-5 37.50%),,←,
14,"Grover, Antoni",28y 110d,141 (62-0-79 43.97%),18 (0.13),←,
43,"Hayden, Roger",27y 203d,90 (46-0-44 51.11%),7 (0.08),←,
42,"Head, Josh",25y 83d,1 (0-0-1 0.00%),,←,
19,"Hinkley, Clayton",19y 129d,3 (0-0-3 0.00%),2 (0.67),←,
35,"Ibbotson, Garrick",20y 106d,12 (2-0-10 16.67%),6 (0.50),←,
17,"Johnson, Mark",30y 37d,200 (113-2-85 57.00%),93 (0.47),6 (1-0-5 16.67%),1 (0.17)
23,"Mayne, Chris",19y 240d,9 (2-0-7 22.22%),7 (0.78),←,
16,"Mundy, David",22y 345d,78 (37-0-41 47.44%),17 (0.22),←,
10,"Palmer, Rhys",19y 137d,13 (2-0-11 15.38%),6 (0.46),←,
29,"Pavlich, Matthew",26y 181d,189 (81-0-108 42.86%),365 (1.93),←,
7,"Peake, Brett",24y 360d,50 (26-0-24 52.00%),23 (0.46),←,
31,"Sandilands, Aaron",25y 206d,107 (54-0-53 50.47%),32 (0.30),←,
3,"Schammer, Byron",23y 8d,97 (52-0-45 53.61%),27 (0.28),←,
6,"Solomon, Dean",28y 172d,190 (102-1-87 53.95%),74 (0.39),32 (10-0-22 31.25%),18 (0.56)
20,"Tarrant, Chris",27y 285d,193 (85-0-108 44.04%),348 (1.80),32 (10-0-22 31.25%),49 (1.53)
22,"Thornton, Scott",25y 292d,65 (29-0-36 44.62%),7 (0.11),←,
34,"Warnock, Robert",21y 162d,18 (8-0-10 44.44%),4 (0.22),←,
Totals,Totals,24y 348d,2064 (1035-4-1025 50.15%),1439 (0.70),,
C,"Harvey, Mark",43y 18d,21 (6-0-15 28.57%),,←,
