Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",33y 163d,289 (169-0-120 58.48%),139 (0.48),←,
16,"Brown, Leigh",24y 192d,150 (59-1-90 39.67%),56 (0.37),87 (40-1-46 46.55%),36 (0.41)
24,"Firrito, Michael",22y 280d,58 (29-0-29 50.00%),12 (0.21),←,
38,"Gibson, Josh",22y 174d,11 (3-0-8 27.27%),,←,
15,"Green, Kasey",26y 358d,76 (28-1-47 37.50%),21 (0.28),22 (7-0-15 31.82%),13 (0.59)
31,"Hale, David",22y 104d,59 (24-0-35 40.68%),29 (0.49),←,
4,"Harris, Daniel",24y 116d,91 (43-1-47 47.80%),28 (0.31),←,
29,"Harvey, Brent",28y 112d,216 (120-1-95 55.79%),246 (1.14),←,
21,"Jones, Corey",25y 189d,103 (46-0-57 44.66%),119 (1.16),←,
5,"McConnell, Daniel",20y 74d,6 (1-0-5 16.67%),,4 (0-0-4 0.00%),
1,"McIntosh, Hamish",21y 364d,18 (5-0-13 27.78%),8 (0.44),←,
18,"Moran, Brad",19y 339d,2 (0-0-2 0.00%),,←,
20,"Petrie, Drew",23y 323d,106 (49-1-56 46.70%),73 (0.69),←,
3,"Rawlings, Brady",25y 85d,133 (67-0-66 50.38%),52 (0.39),←,
26,"Rocca, Saverio",32y 287d,257 (118-3-136 46.50%),748 (2.91),101 (48-1-52 48.02%),234 (2.32)
32,"Sansbury, Eddie",22y 281d,27 (9-0-18 33.33%),7 (0.26),←,
34,"Schwarze, Ben",23y 10d,11 (5-0-6 45.45%),2 (0.18),←,
9,"Sinclair, Jess",28y 8d,161 (61-1-99 38.20%),61 (0.38),111 (48-1-62 43.69%),35 (0.32)
19,"Swallow, Andrew",19y 93d,12 (3-0-9 25.00%),2 (0.17),←,
23,"Thompson, Nathan",28y 201d,164 (75-1-88 46.04%),298 (1.82),45 (20-0-25 44.44%),106 (2.36)
36,"Watt, Shannon",25y 281d,108 (53-1-54 49.54%),8 (0.07),←,
8,"Wells, Daniel",21y 212d,84 (40-1-43 48.21%),46 (0.55),←,
Totals,Totals,24y 259d,2142 (1007-12-1123 47.01%),1955 (0.91),,
C,"Laidley, Dani",39y 160d,89 (41-1-47 46.63%),,←,
