Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
22,"Breust, Luke",28y 154d,189 (137-1-51 72.75%),366 (1.94),←,
18,"Ceglar, Jonathon",28y 59d,65 (48-0-17 73.85%),35 (0.54),←,
46,"Cousins, James",21y 26d,11 (5-0-6 45.45%),4 (0.36),←,
12,"Frawley, James",30y 206d,211 (80-1-130 38.15%),24 (0.11),72 (46-0-26 63.89%),6 (0.08)
19,"Gunston, Jack",27y 180d,176 (119-1-56 67.90%),346 (1.97),162 (114-1-47 70.68%),326 (2.01)
15,"Hardwick, Blake",22y 68d,48 (28-1-19 59.38%),3 (0.06),←,
31,"Henderson, Ricky",30y 215d,134 (68-1-65 51.12%),71 (0.53),44 (22-1-21 51.14%),28 (0.64)
17,"Howe, Daniel",23y 131d,51 (33-1-17 65.69%),10 (0.20),←,
4,"Impey, Jarman",23y 279d,103 (57-0-46 55.34%),44 (0.43),28 (17-0-11 60.71%),10 (0.36)
7,"McEvoy, Ben",29y 277d,191 (112-3-76 59.42%),80 (0.42),100 (61-1-38 61.50%),53 (0.53)
32,"Mirra, David",28y 25d,10 (5-0-5 50.00%),,←,
1,"Morrison, Harry",20y 153d,26 (15-0-11 57.69%),5 (0.19),←,
11,"Nash, Conor",20y 260d,9 (5-0-4 55.56%),4 (0.44),←,
28,"Puopolo, Paul",31y 133d,172 (125-0-47 72.67%),174 (1.01),←,
2,"Roughead, Jarryd",32y 81d,278 (174-2-102 62.95%),567 (2.04),←,
35,"Scrimshaw, Jack",20y 222d,8 (2-0-6 25.00%),,4 (2-0-2 50.00%),
21,"Scully, Tom",27y 334d,155 (62-3-90 40.97%),75 (0.48),3 (1-0-2 33.33%),2 (0.67)
6,"Sicily, James",24y 98d,64 (37-1-26 58.59%),53 (0.83),←,
16,"Smith, Isaac",30y 105d,185 (133-1-51 72.16%),154 (0.83),←,
24,"Stratton, Ben",30y 44d,173 (119-1-53 69.08%),1 (0.01),←,
20,"Wingard, Chad",25y 259d,149 (77-1-71 52.01%),236 (1.58),2 (1-0-1 50.00%),4 (2.00)
5,"Worpel, James",20y 80d,15 (10-0-5 66.67%),7 (0.47),←,
Totals,Totals,26y 88d,2423 (1451-18-954 59.88%),2259 (0.93),,
C,"Clarkson, Alastair",50y 352d,333 (207-2-124 62.46%),,←,
