Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Allen, Scott",3,1.0,2.0,5,,,,1.0,,,,,,,,,,,,,,,
23,"Atkins, Simon",10,,6.0,16,1.0,,,,,,,,1.0,,,,,,,,,,
19,"Beveridge, Luke",13,4.0,8.0,21,1.0,1.0,,,,,,,1.0,2.0,,,,,,,,,
18,"Cameron, Leon",9,1.0,6.0,15,,,,,,,,,,2.0,,,,,,,,,
16,"Croft, Matthew",14,7.0,6.0,20,5.0,,,,,,,,1.0,1.0,2.0,,,,,,,,
3,"Grant, Chris",11,6.0,3.0,14,4.0,5.0,,,,,,,1.0,,1.0,,,,,,,,
1,"Grgic, Ilija",7,7.0,8.0,15,2.0,,5.0,,,,,,1.0,4.0,,,,,,,,,
7,"Hawkins, Doug",4,,3.0,7,,,,,,,,,,,,,,,,,,,
10,"Hunter, Mark",9,2.0,6.0,15,,,,1.0,,,,,3.0,,,,,,,,,,
35,"Kretiuk, Steven",19,6.0,7.0,26,1.0,2.0,,1.0,,,,,5.0,1.0,,,,,,,,,
39,"Liberatore, Tony",10,1.0,13.0,23,1.0,,,3.0,,,,,3.0,2.0,,,,,,,,,
22,"Quill, Peter",9,3.0,6.0,15,,,,,,,,,2.0,1.0,,,,,,,,,
2,"Reynolds, Keenan",4,,,4,,,,1.0,,,,,2.0,1.0,,,,,,,,,
34,"Sexton, Ben",10,4.0,3.0,13,,,,3.0,,,,,1.0,3.0,,,,,,,,,
8,"Southern, Daniel",1,1.0,8.0,9,,,,1.0,,,,,,2.0,,,,,,,,,
17,"Standfield, Barry",10,2.0,5.0,15,,,1.0,2.0,,,,,2.0,4.0,,,,,,,,,
29,"Thorpe, Alan",5,3.0,1.0,6,1.0,2.0,,,,,,,,1.0,,,,,,,,,
24,"Wallis, Stephen",11,2.0,6.0,17,,,,2.0,,,,,2.0,,,,,,,,,,
25,"Watts, Jason",6,2.0,10.0,16,,,,,,,,,,2.0,,,,,,,,,
14,"West, Scott",10,1.0,13.0,23,1.0,1.0,,1.0,,,,,4.0,,,,,,,,,,
15,"Wynd, Scott",1,1.0,3.0,4,,,4.0,,,,,,1.0,4.0,,,,,,,,,
Totals,Totals,176,54.0,123.0,299,17.0,11.0,10.0,16.0,,,,,30.0,30.0,3.0,,,,,,,,
Opposition,Opposition,173,61.0,86.0,259,17.0,9.0,14.0,17.0,,,,,30.0,30.0,3.0,,,,,,,,
