Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ablett, Gary",12,3,7,19,1,,,1.0,1.0,2.0,5.0,3.0,1.0,1.0,,11.0,8.0,1.0,,3.0,2.0,,100.0
35,"Chapman, Paul",11,6,6,17,3,,,4.0,2.0,3.0,3.0,1.0,1.0,1.0,,7.0,11.0,,,2.0,,,93.0
11,"Corey, Joel",1,,,1,,,,,,,,,,,,,,,,,,,6.0
16,"Gardiner, Charlie",10,6,,10,,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,,3.0,8.0,1.0,,3.0,,,97.0
7,"Graham, Ben",7,5,6,13,,,,1.0,1.0,2.0,2.0,3.0,,1.0,,7.0,5.0,1.0,,7.0,1.0,,91.0
2,"Harley, Tom",14,8,3,17,,,,1.0,5.0,2.0,,3.0,1.0,2.0,,5.0,10.0,2.0,,7.0,,,100.0
41,"Hunt, Josh",12,4,5,17,,,,3.0,8.0,1.0,,,,,,2.0,15.0,,,2.0,1.0,,96.0
28,"Johnson, David",6,2,3,9,,,,,1.0,1.0,1.0,1.0,,,,4.0,5.0,,,1.0,,1.0,54.0
9,"Kelly, James",15,3,10,25,1,1.0,1.0,4.0,4.0,5.0,2.0,4.0,1.0,,,10.0,17.0,,,1.0,1.0,1.0,96.0
1,"King, Steven",5,2,5,10,,,14.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,3.0,8.0,,,2.0,,,47.0
18,"Kingsley, Kent",14,9,1,15,4,5.0,,,,3.0,1.0,2.0,,1.0,,11.0,3.0,7.0,7.0,1.0,,,100.0
45,"Ling, Cameron",15,13,6,21,,,,2.0,2.0,3.0,,3.0,1.0,,,4.0,18.0,,,,2.0,,100.0
4,"Mackie, Andrew",8,7,2,10,3,,,1.0,,4.0,,1.0,,1.0,,4.0,6.0,2.0,2.0,1.0,,,95.0
39,"Milburn, Darren",9,7,9,18,,,4.0,,2.0,2.0,3.0,1.0,,1.0,2.0,9.0,9.0,2.0,,8.0,2.0,1.0,100.0
32,"Moloney, Brent",7,3,8,15,,,,,2.0,4.0,,4.0,,3.0,,8.0,8.0,,,2.0,,,74.0
21,"Mooney, Cameron",13,7,8,21,3,,6.0,,1.0,1.0,5.0,5.0,,2.0,,6.0,14.0,,2.0,1.0,,,83.0
22,"Playfair, Henry",5,4,5,10,,,1.0,1.0,4.0,,,2.0,1.0,,,5.0,5.0,,,4.0,2.0,,78.0
15,"Riccardi, Peter",12,3,2,14,,3.0,,3.0,,3.0,3.0,3.0,2.0,1.0,,7.0,7.0,,,1.0,1.0,,62.0
27,"Sanderson, Brenton",15,12,3,18,,,,1.0,6.0,,,5.0,3.0,1.0,,5.0,14.0,1.0,,1.0,1.0,,100.0
30,"Scarlett, Matthew",11,9,6,17,,,,1.0,6.0,,1.0,2.0,,1.0,3.0,8.0,10.0,3.0,,9.0,,,100.0
10,"Tenace, Kane",12,1,4,16,,,,,1.0,2.0,3.0,6.0,,1.0,,5.0,13.0,,,2.0,2.0,1.0,58.0
40,"Wojcinski, David",6,4,6,12,,,,,4.0,1.0,,1.0,,1.0,,6.0,6.0,1.0,,,3.0,,71.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,118,105,325,15,11.0,27.0,26.0,53.0,45.0,32.0,53.0,13.0,20.0,5.0,130.0,200.0,21.0,11.0,58.0,18.0,4.0,
Opposition,Opposition,187,80,93,280,12,15.0,39.0,52.0,27.0,64.0,33.0,32.0,20.0,13.0,1.0,108.0,166.0,10.0,14.0,49.0,10.0,8.0,
