Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
30,"Bourke, David",25y 199d,80 (43-0-37 53.75%),18 (0.22),←,
11,"Bowden, Joel",23y 36d,97 (52-0-45 53.61%),96 (0.99),←,
17,"Broderick, Paul",31y 205d,254 (126-1-127 49.80%),162 (0.64),161 (87-1-73 54.35%),82 (0.51)
15,"Cameron, Leon",28y 328d,208 (113-3-92 55.05%),85 (0.41),36 (20-0-16 55.56%),17 (0.47)
9,"Campbell, Wayne",28y 307d,217 (102-1-114 47.24%),134 (0.62),←,
6,"Chaffey, Mark",24y 82d,75 (37-0-38 49.33%),19 (0.25),←,
24,"Coughlan, Mark",19y 98d,5 (4-0-1 80.00%),,←,
14,"Fiora, Aaron",20y 99d,14 (11-0-3 78.57%),6 (0.43),←,
25,"Gale, Brendon",33y 9d,237 (106-1-130 44.94%),209 (0.88),←,
2,"Gaspar, Darren",25y 68d,138 (65-0-73 47.10%),13 (0.09),117 (58-0-59 49.57%),12 (0.10)
1,"Hilton, Rory",22y 103d,47 (21-0-26 44.68%),34 (0.72),38 (18-0-20 47.37%),31 (0.82)
16,"Holland, Ben",24y 78d,104 (54-0-50 51.92%),111 (1.07),←,
39,"Kellaway, Andrew",25y 246d,73 (38-0-35 52.05%),14 (0.19),←,
21,"King, Clinton",23y 125d,52 (24-0-28 46.15%),16 (0.31),21 (14-0-7 66.67%),3 (0.14)
33,"Knights, Matthew",30y 295d,255 (109-0-146 42.75%),135 (0.53),←,
5,"Ottens, Brad",21y 183d,71 (36-0-35 50.70%),86 (1.21),←,
8,"Pettifer, Kayne",19y 186d,6 (4-0-2 66.67%),8 (1.33),←,
12,"Richardson, Matthew",26y 130d,136 (67-0-69 49.26%),422 (3.10),←,
4,"Rogers, Matthew",27y 244d,152 (83-1-68 54.93%),140 (0.92),←,
19,"Sziller, Steven",28y 224d,133 (62-1-70 46.99%),38 (0.29),15 (9-0-6 60.00%),
32,"Tivendale, Greg",22y 99d,51 (26-0-25 50.98%),37 (0.73),←,
29,"Torney, Jason",24y 41d,88 (47-1-40 53.98%),10 (0.11),←,
Totals,Totals,25y 104d,2493 (1230-9-1254 49.34%),1793 (0.72),,
C,"Frawley, Danny",37y 322d,39 (22-0-17 56.41%),,←,
