North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",9,1,5,14,1,,,3.0,,,,,1.0,1.0,1.0,,,,,,,,
11,"Archer, Glenn",7,1,1,8,,,,4.0,,,,,1.0,3.0,,,,,,,,,
18,"Carey, Wayne",14,6,6,20,5,3.0,,2.0,,,,,4.0,1.0,2.0,,,,,,,,
23,"Clarkson, Alastair",9,,3,12,,,,2.0,,,,,,1.0,,,,,,,,,
28,"Dwyer, Anthony",8,2,1,9,,1.0,,,,,,,,1.0,,,,,,,,,
6,"Fairley, Ian",7,2,,7,,,,1.0,,,,,,2.0,,,,,,,,,
29,"German, Peter",14,1,5,19,1,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
26,"Ishchenko, Alex",5,2,3,8,1,,12.0,1.0,,,,,1.0,2.0,,,,,,,,,
7,"Laidley, Dani",15,,4,19,,,,3.0,,,,,2.0,,,,,,,,,,
9,"Larkin, Matthew",7,2,7,14,1,,,,,,,,,,,,,,,,,,
35,"Longmire, John",4,1,1,5,2,,,,,,,,1.0,1.0,,,,,,,,,
4,"Martyn, Mick",3,1,5,8,,,2.0,1.0,,,,,,1.0,,,,,,,,,
41,"McAdam, Adrian",12,4,,12,3,3.0,,2.0,,,,,1.0,2.0,,,,,,,,,
22,"Roberts, Mark",14,3,7,21,3,,2.0,1.0,,,,,,,,,,,,,,,
3,"Rock, Anthony",16,3,8,24,1,2.0,,,,,,,2.0,2.0,,,,,,,,,
1,"Romero, Jose",20,1,3,23,,1.0,,,,,,,2.0,,,,,,,,,,
2,"Schwass, Wayne",9,1,10,19,1,,,4.0,,,,,2.0,1.0,,,,,,,,,
24,"Sholl, Craig",16,,2,18,,,,2.0,,,,,1.0,,3.0,,,,,,,,
15,"Smith, Ross",10,4,3,13,,,1.0,1.0,,,,,1.0,,,,,,,,,,
10,"Stevens, Anthony",13,,4,17,1,1.0,,2.0,,,,,,4.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,35,78,290,20,14.0,17.0,30.0,,,,,20.0,23.0,6.0,,,,,,,,
Opposition,Opposition,179,39,126,305,14,12.0,17.0,18.0,,,,,23.0,20.0,,,,,,,,,
