Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
46,"Baguley, Mark",26y 17d,17 (8-0-9 47.06%),1 (0.06),←,
22,"Carlisle, Jake",21y 249d,38 (19-0-19 50.00%),10 (0.26),←,
12,"Crameri, Stewart",24y 301d,51 (27-1-23 53.92%),90 (1.76),←,
6,"Daniher, Joe",19y 95d,1 (1-0-0 100.00%),,←,
29,"Davey, Alwyn",29y 23d,94 (46-1-47 49.47%),115 (1.22),←,
31,"Fletcher, Dustin",38y 31d,373 (219-5-149 59.38%),69 (0.18),←,
9,"Goddard, Brendon",28y 18d,216 (134-3-79 62.73%),111 (0.51),11 (8-0-3 72.73%),7 (0.64)
41,"Hams, Will",18y 328d,2 (1-0-1 50.00%),,←,
21,"Heppell, Dyson",21y 24d,53 (28-1-24 53.77%),11 (0.21),←,
1,"Hibberd, Michael",23y 155d,33 (19-0-14 57.58%),5 (0.15),←,
39,"Hocking, Heath",25y 162d,91 (44-2-45 49.45%),33 (0.36),←,
26,"Hooker, Cale",24y 237d,77 (34-1-42 44.81%),5 (0.06),←,
40,"Howlett, Ben",24y 229d,67 (35-1-31 52.99%),32 (0.48),←,
18,"Hurley, Michael",23y 6d,71 (33-2-36 47.89%),84 (1.18),←,
38,"Kommer, Nick",22y 252d,9 (6-0-3 66.67%),3 (0.33),←,
17,"Melksham, Jake",21y 282d,69 (32-1-36 47.10%),32 (0.46),←,
23,"Myers, David",23y 342d,56 (27-0-29 48.21%),16 (0.29),←,
30,"Ryder, Paddy",25y 85d,139 (62-3-74 45.68%),90 (0.65),←,
5,"Stanton, Brent",27y 37d,192 (80-3-109 42.45%),123 (0.64),←,
4,"Watson, Jobe",28y 119d,165 (71-3-91 43.94%),91 (0.55),←,
8,"Winderlich, Jason",28y 240d,107 (40-1-66 37.85%),56 (0.52),←,
11,"Zaharakis, David",23y 106d,77 (39-1-37 51.30%),70 (0.91),←,
Totals,Totals,24y 351d,1998 (1005-29-964 50.30%),1047 (0.52),,
C,"Hird, James",40y 123d,56 (30-1-25 54.46%),,←,
