Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
18,"Cameron, Leon",23y 322d,112 (57-2-53 51.79%),47 (0.42),←,
21,"Campbell, Tony",28y 342d,114 (62-0-52 54.39%),64 (0.56),39 (23-0-16 58.97%),3 (0.08)
11,"Curley, Todd",23y 188d,19 (5-1-13 28.95%),22 (1.16),16 (3-1-12 21.88%),21 (1.31)
14,"Darcy, Luke",21y 8d,18 (4-1-13 25.00%),9 (0.50),←,
28,"Dimattina, Paul",21y 241d,10 (3-0-7 30.00%),,←,
32,"Ellis, Craig",21y 46d,18 (7-0-11 38.89%),,←,
3,"Grant, Chris",23y 220d,138 (68-3-67 50.36%),272 (1.97),←,
29,"Griffin, Daryl",20y 179d,17 (8-1-8 50.00%),,←,
37,"Hargraves, Daniel",20y 178d,28 (11-0-17 39.29%),49 (1.75),←,
10,"Hunter, Mark",30y 321d,129 (61-3-65 48.45%),10 (0.08),←,
6,"Johnson, Brad",20y 2d,46 (17-2-27 39.13%),25 (0.54),←,
4,"Kellett, Nigel",26y 215d,91 (44-2-45 49.45%),41 (0.45),←,
39,"Liberatore, Tony",30y 160d,167 (86-3-78 52.40%),80 (0.48),←,
22,"Quill, Peter",26y 332d,58 (29-2-27 51.72%),18 (0.31),←,
36,"Romero, Jose",24y 354d,120 (60-1-59 50.42%),114 (0.95),31 (11-1-19 37.10%),16 (0.52)
38,"Sir, Sedat",21y 136d,13 (3-1-9 26.92%),,←,
5,"Smith, Rohan",23y 50d,69 (33-2-34 49.28%),35 (0.51),←,
24,"Wallis, Stephen",31y 267d,255 (128-4-123 50.98%),57 (0.22),←,
25,"Watts, Jason",24y 357d,46 (20-1-25 44.57%),38 (0.83),←,
45,"Wira, Brad",24y 126d,16 (3-1-12 21.88%),,15 (3-1-11 23.33%),
15,"Wynd, Scott",26y 177d,141 (67-3-71 48.58%),24 (0.17),←,
Totals,Totals,24y 218d,1625 (776-33-816 47.75%),905 (0.56),,
C,"Wallace, Terry",37y 220d,4 (1-0-3 25.00%),,←,
