Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bontempelli, Marcus",13,3,19,32,2,,,7.0,2.0,6.0,10.0,3.0,,,1.0,19.0,18.0,,,7.0,,,83.0
29,"Bramble, Lachlan",9,5,10,19,,,,,1.0,2.0,1.0,3.0,,1.0,,5.0,15.0,,,1.0,,,82.0
36 ↑,"Cleary, Luke",8,6,4,12,,,,,3.0,,1.0,1.0,,,,3.0,9.0,,,1.0,2.0,,48.0
31,"Dale, Bailey",24,6,6,30,,1.0,,,5.0,5.0,1.0,1.0,1.0,,,3.0,22.0,,,2.0,2.0,1.0,87.0
10,"Darcy, Sam",6,7,8,14,4,,8.0,1.0,,1.0,3.0,2.0,,2.0,,8.0,6.0,4.0,3.0,1.0,,1.0,75.0
15,"Duryea, Taylor",9,3,9,18,,1.0,,1.0,1.0,4.0,,1.0,,1.0,,4.0,14.0,,,3.0,,,81.0
44,"English, Tim",6,7,12,18,,1.0,31.0,3.0,1.0,2.0,1.0,1.0,2.0,,,5.0,14.0,,1.0,3.0,,1.0,81.0
27,"Freijah, Joel",9,4,8,17,,,,2.0,2.0,1.0,,2.0,2.0,1.0,,5.0,12.0,,,3.0,,,78.0
12,"Gallagher, Harvey",12,3,7,19,,3.0,,1.0,2.0,2.0,2.0,2.0,1.0,,,4.0,14.0,,1.0,2.0,,,76.0
38,"Garcia, Riley",11,3,8,19,2,2.0,,3.0,,6.0,2.0,1.0,1.0,,,6.0,12.0,,1.0,1.0,,1.0,77.0
22,"Harmes, James",15,11,12,27,4,,,3.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,12.0,15.0,,2.0,2.0,,,79.0
39,"Johannisen, Jason",11,5,5,16,,,,2.0,1.0,3.0,1.0,3.0,,1.0,,3.0,13.0,,,,,,70.0
19,"Jones, Liam",8,7,5,13,,1.0,,,1.0,2.0,1.0,,,,,3.0,11.0,,,11.0,,,95.0
42,"Keath, Alex",5,5,2,7,,,,2.0,,1.0,,,,,,3.0,5.0,,,7.0,,,95.0
11,"Macrae, Jack",10,4,14,24,,1.0,,4.0,1.0,4.0,3.0,2.0,1.0,,,8.0,16.0,,,,,,82.0
33,"Naughton, Aaron",13,10,7,20,4,2.0,,1.0,,4.0,,2.0,1.0,1.0,,7.0,13.0,3.0,3.0,1.0,,3.0,84.0
18,"ODonnell, James",12,5,9,21,,,,3.0,5.0,1.0,,1.0,,1.0,,5.0,14.0,,,4.0,,,89.0
20,"Richards, Ed",15,6,19,34,,,,10.0,,12.0,7.0,1.0,,,,14.0,19.0,,,2.0,,3.0,83.0
1,"Treloar, Adam",23,7,18,41,1,1.0,,5.0,3.0,9.0,3.0,3.0,4.0,1.0,2.0,12.0,30.0,,1.0,2.0,1.0,2.0,84.0
2,"Ugle-Hagan, Jamarra",6,2,3,9,1,2.0,,3.0,,,1.0,5.0,1.0,1.0,,4.0,5.0,,2.0,,,,84.0
23 ↓,"Vandermeer, Laitham",2,2,,2,,,,,,1.0,,,,,,,2.0,,1.0,,,1.0,22.0
14,"West, Rhylee",9,2,1,10,1,2.0,,2.0,,4.0,,2.0,1.0,1.0,,5.0,5.0,,1.0,3.0,,1.0,83.0
34,"Williams, Bailey",14,6,15,29,,1.0,,2.0,3.0,5.0,1.0,3.0,,1.0,,5.0,24.0,1.0,,,,1.0,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,250,119,201,451,19,19.0,39.0,55.0,33.0,77.0,42.0,43.0,17.0,14.0,6.0,143.0,308.0,8.0,16.0,56.0,5.0,15.0,
Opposition,Opposition,189,76,146,335,6,6.0,49.0,46.0,58.0,41.0,33.0,66.0,14.0,17.0,,129.0,203.0,4.0,3.0,45.0,9.0,5.0,
