Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Akermanis, Jason",12,1,1,13,,1.0,,3.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,
10,"Ashcroft, Marcus",13,3,7,20,,1.0,,2.0,3.0,4.0,2.0,1.0,3.0,1.0,,,,,,,,,
34,"Bamford, Scott",7,,3,10,,,,,,1.0,,,1.0,,,,,,,,,,
17,"Bartlett, Trent",3,1,2,5,1,,,,,1.0,,2.0,,1.0,,,,,,,,,
25,"Bews, Andrew",9,1,3,12,,,,,4.0,1.0,,2.0,2.0,,,,,,,,,,
20,"Black, Simon",7,3,1,8,,,,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,,
36,"Bradshaw, Daniel",6,5,2,8,1,,,1.0,,3.0,,1.0,,,,,,,,,,,
16,"Clarke, Matthew",5,3,6,11,,,43.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,
14,"Dickfos, Danny",2,1,3,5,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,
32,"Hart, Shaun",10,2,2,12,,,,2.0,2.0,5.0,4.0,1.0,,1.0,,,,,,,,,
2,"Johnson, Chris",5,1,5,10,1,,,2.0,2.0,1.0,1.0,2.0,,5.0,,,,,,,,,
41,"Kennedy, Matthew",6,,2,8,,,1.0,1.0,,3.0,1.0,1.0,1.0,,,,,,,,,,
44,"Lappin, Nigel",13,6,7,20,,2.0,,2.0,1.0,4.0,4.0,2.0,3.0,2.0,,,,,,,,,
15,"Lawrence, Steven",3,1,1,4,1,1.0,,3.0,,,1.0,,1.0,1.0,,,,,,,,,
23,"Leppitsch, Justin",5,3,4,9,3,,,,,2.0,,1.0,2.0,1.0,,,,,,,,,
11,"Lynch, Alastair",8,4,6,14,2,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,
42,"Lynch, Tristan",11,4,4,15,,,,,2.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,
4,"McRae, Craig",2,,,2,,,,,1.0,,,,,,,,,,,,,,
5,"Scott, Brad",5,2,3,8,,,,,1.0,,,1.0,1.0,3.0,,,,,,,,,
35,"Trask, Nick",5,,4,9,,1.0,,2.0,,3.0,,,,2.0,,,,,,,,,
3,"Voss, Michael",12,1,11,23,1,2.0,,,,7.0,8.0,1.0,1.0,1.0,,,,,,,,,
33,"White, Darryl",11,6,5,16,,,,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,160,48,82,242,10,12.0,46.0,24.0,24.0,47.0,32.0,22.0,22.0,23.0,,,,,,,,,
Opposition,Opposition,196,69,102,298,17,16.0,16.0,22.0,35.0,56.0,37.0,22.0,23.0,22.0,6.0,,,,,,,,
