Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
16,"Brown, Leigh",24y 170d,147 (59-1-87 40.48%),56 (0.38),84 (40-1-43 48.21%),36 (0.43)
24,"Firrito, Michael",22y 258d,55 (29-0-26 52.73%),11 (0.20),←,
15,"Green, Kasey",26y 336d,73 (28-1-44 39.04%),18 (0.25),19 (7-0-12 36.84%),10 (0.53)
31,"Hale, David",22y 82d,56 (24-0-32 42.86%),27 (0.48),←,
39,"Harding, Leigh",25y 108d,87 (44-1-42 51.15%),121 (1.39),←,
4,"Harris, Daniel",24y 94d,88 (43-1-44 49.43%),28 (0.32),←,
29,"Harvey, Brent",28y 90d,213 (120-1-92 56.57%),245 (1.15),←,
21,"Jones, Corey",25y 167d,100 (46-0-54 46.00%),116 (1.16),←,
5,"McConnell, Daniel",20y 52d,3 (1-0-2 33.33%),,1 (0-0-1 0.00%),
1,"McIntosh, Hamish",21y 342d,15 (5-0-10 33.33%),7 (0.47),←,
20,"Petrie, Drew",23y 301d,103 (49-1-53 48.06%),73 (0.71),←,
30,"Pratt, Daniel",23y 144d,38 (18-0-20 47.37%),4 (0.11),35 (17-0-18 48.57%),3 (0.09)
3,"Rawlings, Brady",25y 63d,130 (67-0-63 51.54%),51 (0.39),←,
26,"Rocca, Saverio",32y 265d,255 (118-3-134 46.86%),743 (2.91),99 (48-1-50 48.99%),229 (2.31)
32,"Sansbury, Eddie",22y 259d,24 (9-0-15 37.50%),6 (0.25),←,
34,"Schwarze, Ben",22y 353d,9 (5-0-4 55.56%),2 (0.22),←,
7,"Simpson, Adam",30y 177d,242 (141-1-100 58.47%),70 (0.29),←,
9,"Sinclair, Jess",27y 351d,158 (61-1-96 38.92%),60 (0.38),108 (48-1-59 44.91%),34 (0.31)
19,"Swallow, Andrew",19y 71d,9 (3-0-6 33.33%),2 (0.22),←,
23,"Thompson, Nathan",28y 179d,161 (75-1-85 46.89%),295 (1.83),42 (20-0-22 47.62%),103 (2.45)
36,"Watt, Shannon",25y 259d,105 (53-1-51 50.95%),7 (0.07),←,
8,"Wells, Daniel",21y 190d,81 (40-1-40 50.00%),46 (0.57),←,
Totals,Totals,24y 296d,2152 (1038-14-1100 48.23%),1988 (0.92),,
C,"Laidley, Dani",39y 138d,86 (41-1-44 48.26%),,←,
