North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",22y 204d,87 (47-0-40 54.02%),11 (0.13),←,
3,"Bastinac, Ryan",23y 287d,105 (58-0-47 55.24%),59 (0.56),←,
10,"Cunnington, Ben",23y 279d,100 (53-0-47 53.00%),42 (0.42),←,
15,"Dal Santo, Nick",31y 42d,286 (161-5-120 57.17%),149 (0.52),26 (16-0-10 61.54%),9 (0.35)
11,"Firrito, Michael",31y 129d,231 (115-2-114 50.22%),29 (0.13),←,
43,"Gibson, Sam",28y 313d,61 (36-0-25 59.02%),23 (0.38),←,
22,"Goldstein, Todd",26y 278d,126 (66-1-59 52.78%),59 (0.47),←,
29,"Harvey, Brent",36y 326d,385 (208-3-174 54.42%),458 (1.19),←,
4,"Higgins, Shaun",27y 32d,130 (58-1-71 45.00%),132 (1.02),1 (0-0-1 0.00%),4 (4.00)
5,"Jacobs, Ben",23y 86d,48 (17-0-31 35.42%),8 (0.17),22 (12-0-10 54.55%),3 (0.14)
34,"Macmillan, Jamie",23y 194d,65 (37-0-28 56.92%),26 (0.40),←,
21,"McDonald, Luke",20y 55d,24 (14-0-10 58.33%),,←,
20,"Petrie, Drew",32y 172d,270 (133-3-134 49.81%),360 (1.33),←,
9,"Swallow, Andrew",27y 307d,165 (80-1-84 48.79%),72 (0.44),←,
12,"Thomas, Lindsay",27y 36d,154 (74-2-78 48.70%),251 (1.63),←,
16,"Thompson, Scott",28y 331d,137 (64-2-71 47.45%),6 (0.04),←,
36,"Tippett, Joel",26y 161d,7 (2-0-5 28.57%),,5 (2-0-3 40.00%),
40,"Turner, Kayne",19y 95d,7 (5-0-2 71.43%),8 (1.14),←,
30,"Waite, Jarrad",32y 60d,185 (66-4-115 36.76%),252 (1.36),1 (0-0-1 0.00%),
8,"Wells, Daniel",30y 61d,223 (114-2-107 51.57%),145 (0.65),←,
19,"Wright, Sam",24y 264d,85 (44-0-41 51.76%),54 (0.64),←,
7,"Ziebell, Jack",24y 36d,101 (49-0-52 48.51%),57 (0.56),←,
Totals,Totals,26y 336d,2982 (1501-26-1455 50.34%),2201 (0.74),,
C,"Scott, Brad",38y 337d,115 (61-0-54 53.04%),,←,
