Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",31y 251d,169 (94-1-74 55.92%),254 (1.50),←,
41,"Banfield, Bailey",21y 26d,21 (8-0-13 38.10%),5 (0.24),←,
8,"Brayshaw, Andrew",19y 136d,18 (7-0-11 38.89%),5 (0.28),←,
5,"Cerra, Adam",19y 168d,22 (9-0-13 40.91%),7 (0.32),←,
33,"Colyer, Travis",27y 212d,88 (44-1-43 50.57%),55 (0.63),1 (1-0-0 100.00%),1 (1.00)
6,"Conca, Reece",26y 224d,105 (59-1-45 56.67%),23 (0.22),1 (1-0-0 100.00%),
4,"Darcy, Sean",20y 285d,16 (4-0-12 25.00%),3 (0.19),←,
7,"Fyfe, Nat",27y 187d,154 (86-1-67 56.17%),133 (0.86),←,
21,"Hamling, Joel",25y 349d,64 (32-0-32 50.00%),,41 (16-0-25 39.02%),
9,"Hill, Bradley",25y 258d,128 (86-0-42 67.19%),74 (0.58),33 (12-0-21 36.36%),16 (0.48)
15,"Hughes, Ethan",24y 107d,30 (10-0-20 33.33%),2 (0.07),←,
26,"Langdon, Ed",23y 51d,47 (17-0-30 36.17%),24 (0.51),←,
37,"Lobb, Rory",26y 43d,75 (43-2-30 58.67%),66 (0.88),1 (1-0-0 100.00%),2 (2.00)
23,"McCarthy, Cam",23y 357d,58 (26-0-32 44.83%),85 (1.47),37 (14-0-23 37.84%),49 (1.32)
16,"Mundy, David",33y 247d,295 (152-1-142 51.69%),130 (0.44),←,
25,"Pearce, Alex",23y 288d,43 (17-0-26 39.53%),3 (0.07),←,
38,"Ryan, Luke",23y 46d,32 (11-0-21 34.38%),3 (0.09),←,
28,"Schultz, Lachie",21y 114d,1 (1-0-0 100.00%),2 (2.00),←,
20,"Taberner, Matthew",25y 280d,63 (30-0-33 47.62%),63 (1.00),←,
18,"Tucker, Darcy",22y 60d,49 (14-0-35 28.57%),21 (0.43),←,
10,"Walters, Michael",28y 76d,130 (67-1-62 51.92%),224 (1.72),←,
14,"Wilson, Nathan",26y 76d,99 (48-2-49 49.49%),17 (0.17),22 (8-0-14 36.36%),1 (0.05)
Totals,Totals,24y 324d,1707 (865-10-832 50.67%),1199 (0.70),,
C,"Lyon, Ross",52y 136d,285 (164-5-116 58.42%),,164 (88-1-75 53.96%),
