Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Alessio, Steven",8,7,4,12,1,1.0,11.0,2.0,,2.0,1.0,,,3.0,,,,,,,,,
16,"Barnard, Paul",6,3,4,10,,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,
20,"Berbakov, Peter",3,2,1,4,,,,,,2.0,,,,,,,,,,,,,
8,"Bewick, Darren",13,4,7,20,1,1.0,,1.0,1.0,3.0,5.0,3.0,1.0,,,,,,,,,,
32,"Blumfield, Justin",8,8,9,17,2,,,2.0,,1.0,1.0,,,,,,,,,,,,
28,"Bomford, Andrew",4,3,5,9,,,,1.0,,1.0,4.0,,,1.0,,,,,,,,,
14,"Calthorpe, David",22,9,8,30,1,1.0,,,6.0,5.0,4.0,4.0,,2.0,,,,,,,,,
9,"Cockatoo-Collins, Che",18,9,2,20,3,,,1.0,,5.0,1.0,3.0,1.0,1.0,,,,,,,,,
22,"Doolan, Ben",4,1,2,6,,,,,,1.0,,,1.0,,,,,,,,,,
31,"Fletcher, Dustin",12,6,1,13,,,2.0,1.0,6.0,1.0,,,,2.0,1.0,,,,,,,,
30,"Fraser, Mark",3,,10,13,,,,2.0,,2.0,1.0,,1.0,,,,,,,,,,
11,"Hardwick, Damien",11,1,8,19,,,,4.0,3.0,1.0,3.0,2.0,1.0,2.0,,,,,,,,,
26,"Heffernan, Chris",7,1,7,14,,,,5.0,2.0,2.0,1.0,3.0,3.0,4.0,,,,,,,,,
18,"Lloyd, Matthew",10,9,5,15,3,2.0,,,,3.0,,,,2.0,,,,,,,,,
13,"Long, Michael",8,4,8,16,1,,,,,5.0,1.0,2.0,,1.0,,,,,,,,,
25,"Lucas, Scott",4,1,2,6,2,,,2.0,,,,,1.0,1.0,,,,,,,,,
2,"Mercuri, Mark",14,11,9,23,1,3.0,,1.0,1.0,,1.0,2.0,,2.0,,,,,,,,,
24,"Misiti, Joe",20,5,12,32,,1.0,1.0,2.0,2.0,4.0,3.0,2.0,,1.0,,,,,,,,,
10,"ODonnell, Gary",10,1,6,16,,,,1.0,,5.0,3.0,,,2.0,,,,,,,,,
47,"Olarenshaw, Ricky",11,4,13,24,1,,,2.0,4.0,3.0,4.0,1.0,4.0,,,,,,,,,,
19,"Somerville, Peter",1,1,1,2,,,5.0,,,1.0,,,,,,,,,,,,,
6,"Wellman, Sean",15,6,5,20,,,3.0,1.0,3.0,2.0,1.0,2.0,1.0,,2.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,96,129,341,16,12.0,22.0,28.0,29.0,50.0,36.0,24.0,15.0,24.0,3.0,,,,,,,,
Opposition,Opposition,165,74,87,252,12,9.0,35.0,32.0,25.0,47.0,43.0,18.0,24.0,15.0,3.0,,,,,,,,
