Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bontempelli, Marcus",19,1,14,33,3,1.0,,6.0,1.0,11.0,5.0,5.0,2.0,,3.0,10.0,23.0,,1.0,2.0,1.0,1.0,85.0
17,"Bruce, Josh",5,4,3,8,2,1.0,,1.0,,1.0,,4.0,1.0,2.0,,4.0,5.0,1.0,4.0,1.0,,,84.0
25 ↑,"Cavarra, Ben",1,1,,1,,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,18.0
9,"Crozier, Hayden",15,8,2,17,,,,2.0,4.0,1.0,,1.0,1.0,,,4.0,13.0,,,1.0,,,80.0
31,"Dale, Bailey",22,9,5,27,,,,1.0,9.0,4.0,1.0,,1.0,,,7.0,16.0,2.0,,6.0,3.0,,81.0
5,"Dunkley, Josh",15,6,23,38,2,1.0,,8.0,1.0,4.0,7.0,8.0,,1.0,2.0,17.0,23.0,,,3.0,,,80.0
15,"Duryea, Taylor",14,10,2,16,,,,2.0,4.0,3.0,,,1.0,,,3.0,12.0,1.0,,2.0,,1.0,81.0
44,"English, Tim",5,4,7,12,1,2.0,6.0,1.0,,,,3.0,1.0,2.0,,5.0,6.0,,3.0,2.0,,,82.0
7,"Hunter, Lachie",10,6,15,25,1,,,1.0,,6.0,3.0,1.0,,,,9.0,15.0,,,,1.0,1.0,82.0
39,"Johannisen, Jason",6,1,10,16,,,,,,1.0,1.0,2.0,,,,4.0,12.0,,,,,1.0,81.0
42,"Keath, Alex",12,9,8,20,,,,2.0,3.0,1.0,,2.0,1.0,2.0,,6.0,13.0,,,8.0,,,100.0
21,"Liberatore, Tom",10,1,14,24,1,,,4.0,,7.0,8.0,3.0,2.0,1.0,,15.0,9.0,,,1.0,,,76.0
27,"Lipinski, Patrick",12,5,3,15,,,,2.0,2.0,3.0,,1.0,,,,5.0,11.0,1.0,1.0,1.0,,2.0,76.0
11,"Macrae, Jack",16,4,19,35,,,,4.0,1.0,3.0,7.0,1.0,1.0,,,15.0,21.0,,,1.0,,3.0,85.0
30,"McNeil, Lachlan",5,2,8,13,1,1.0,,3.0,,2.0,,3.0,,1.0,,3.0,10.0,,,1.0,1.0,,77.0
33,"Naughton, Aaron",10,6,2,12,2,3.0,,,,4.0,,,1.0,,,9.0,5.0,3.0,3.0,,,,86.0
28,"Scott, Anthony",7,3,6,13,1,1.0,,1.0,1.0,1.0,,2.0,,,,5.0,9.0,,1.0,6.0,,,76.0
6,"Smith, Bailey",10,5,10,20,,2.0,,4.0,,3.0,3.0,1.0,,,,5.0,15.0,,2.0,,2.0,1.0,89.0
41,"Sweet, Jordon",4,2,4,8,,,31.0,4.0,,1.0,2.0,,,,,3.0,4.0,,,1.0,,1.0,64.0
1,"Treloar, Adam",14,3,12,26,2,1.0,,4.0,,5.0,3.0,1.0,,,1.0,7.0,19.0,,,1.0,3.0,2.0,78.0
34 ↓,"Williams, Bailey",9,6,5,14,,,,1.0,2.0,,,2.0,,,,2.0,10.0,,,,2.0,,63.0
10,"Wood, Easton",8,7,2,10,1,,,1.0,2.0,1.0,,1.0,,1.0,,1.0,9.0,,1.0,2.0,1.0,,81.0
2,"Young, Lewis",5,2,7,12,,,7.0,,1.0,1.0,1.0,3.0,,2.0,,5.0,7.0,,,5.0,,,94.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,234,105,181,415,17,16.0,44.0,53.0,31.0,64.0,41.0,44.0,13.0,12.0,6.0,145.0,268.0,8.0,16.0,44.0,14.0,13.0,
Opposition,Opposition,238,144,117,355,8,8.0,20.0,55.0,46.0,39.0,23.0,47.0,12.0,13.0,,115.0,245.0,11.0,8.0,51.0,6.0,4.0,
