Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",30y 111d,231 (142-0-89 61.47%),129 (0.56),←,
27,"Baird, John",23y 32d,29 (16-1-12 56.90%),5 (0.17),←,
16,"Brown, Leigh",21y 140d,78 (27-1-50 35.26%),28 (0.36),15 (8-1-6 56.67%),8 (0.53)
23,"Clayton, Shane",24y 262d,110 (57-1-52 52.27%),52 (0.47),92 (55-1-36 60.33%),51 (0.55)
6,"Grant, Shannon",26y 85d,185 (109-2-74 59.46%),206 (1.11),127 (77-1-49 61.02%),168 (1.32)
39,"Harding, Leigh",22y 78d,38 (20-1-17 53.95%),60 (1.58),←,
4,"Harris, Daniel",21y 64d,22 (10-1-11 47.73%),6 (0.27),←,
21,"Jones, Corey",22y 137d,31 (14-0-17 45.16%),26 (0.84),←,
34,"King, David",31y 128d,213 (133-1-79 62.68%),129 (0.61),←,
35,"Makepeace, Troy",24y 129d,77 (40-1-36 52.60%),18 (0.23),←,
19,"Motlop, Daniel",21y 119d,15 (4-1-10 30.00%),6 (0.40),←,
20,"Petrie, Drew",20y 271d,34 (16-1-17 48.53%),28 (0.82),←,
17,"Porter, Mark",26y 275d,88 (45-1-42 51.70%),20 (0.23),33 (17-1-15 53.03%),7 (0.21)
3,"Rawlings, Brady",22y 33d,63 (38-0-25 60.32%),23 (0.37),←,
30,"Robbins, Ben",26y 198d,86 (43-3-40 51.74%),18 (0.21),34 (18-1-15 54.41%),4 (0.12)
26,"Rocca, Saverio",29y 235d,208 (95-3-110 46.39%),627 (3.01),52 (25-1-26 49.04%),113 (2.17)
7,"Simpson, Adam",27y 147d,173 (110-1-62 63.87%),54 (0.31),←,
9,"Sinclair, Jess",24y 321d,98 (36-1-61 37.24%),49 (0.50),48 (23-1-24 48.96%),23 (0.48)
10,"Stevens, Anthony",32y 11d,267 (162-1-104 60.86%),118 (0.44),←,
40,"Teague, David",22y 69d,32 (18-0-14 56.25%),4 (0.13),←,
36,"Watt, Shannon",22y 229d,41 (21-1-19 52.44%),4 (0.10),←,
8,"Wells, Daniel",18y 160d,11 (7-1-3 68.18%),5 (0.45),←,
Totals,Totals,24y 230d,2130 (1163-23-944 54.60%),1615 (0.76),,
C,"Laidley, Dani",36y 108d,15 (8-1-6 56.67%),,←,
