St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",24y 325d,94 (46-0-48 48.94%),27 (0.29),←,
15,"Billings, Jack",27y 339d,154 (61-1-92 39.94%),108 (0.70),←,
16,"Butler, Dan",27y 50d,123 (70-0-53 56.91%),143 (1.16),78 (39-0-39 50.00%),90 (1.15)
23,"Bytel, Jack",23y 131d,22 (11-0-11 50.00%),3 (0.14),←,
47,"Caminiti, Anthony",19y 226d,15 (8-0-7 53.33%),17 (1.13),←,
11,"Clark, Hunter",24y 119d,81 (35-1-45 43.83%),11 (0.14),←,
5,"Crouch, Brad",29y 190d,154 (78-0-76 50.65%),51 (0.33),59 (30-0-29 50.85%),17 (0.29)
4,"Gresham, Jade",25y 333d,130 (61-1-68 47.31%),131 (1.01),←,
22,"Higgins, Jack",24y 126d,96 (57-1-38 59.90%),115 (1.20),53 (27-0-26 50.94%),86 (1.62)
8,"Hill, Bradley",30y 14d,228 (136-0-92 59.65%),94 (0.41),79 (42-0-37 53.16%),15 (0.19)
20,"Howard, Dougal",27y 120d,120 (61-0-59 50.83%),15 (0.13),75 (38-0-37 50.67%),1 (0.01)
3,"Jones, Zak",28y 130d,135 (69-0-66 51.11%),34 (0.25),45 (20-0-25 44.44%),11 (0.24)
19,"Marshall, Rowan",27y 241d,104 (49-0-55 47.12%),48 (0.46),←,
10,"Owens, Mitch",19y 302d,24 (12-0-12 50.00%),26 (1.08),←,
25,"Phillipou, Mattaes",18y 208d,18 (10-0-8 55.56%),9 (0.50),←,
43,"Sharman, Cooper",22y 363d,25 (12-0-13 48.00%),21 (0.84),←,
35,"Sinclair, Jack",28y 161d,159 (70-1-88 44.34%),53 (0.33),←,
9,"Steele, Jack",27y 222d,152 (67-1-84 44.41%),58 (0.38),135 (59-1-75 44.07%),49 (0.36)
7,"Wanganeen-Milera, Nasiah",20y 151d,35 (18-0-17 51.43%),3 (0.09),←,
29,"Webster, Jimmy",30y 25d,144 (57-1-86 39.93%),4 (0.03),←,
44,"Wilkie, Callum",27y 135d,103 (51-0-52 49.51%),1 (0.01),←,
17,"Windhager, Marcus",20y 68d,31 (16-0-15 51.61%),6 (0.19),←,
32,"Wood, Mason",29y 313d,111 (57-0-54 51.35%),109 (0.98),46 (27-0-19 58.70%),33 (0.72)
Totals,Totals,25y 171d,2258 (1112-7-1139 49.25%),1087 (0.48),,
C,"Lyon, Ross",56y 257d,323 (182-5-136 57.12%),,139 (86-4-49 63.31%),
