Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",19y 73d,29 (9-0-20 31.03%),28 (0.97),←,
3,"Bartel, Jimmy",19y 234d,20 (7-0-13 35.00%),8 (0.40),←,
31,"Chambers, Paul",21y 33d,14 (5-0-9 35.71%),1 (0.07),←,
35,"Chapman, Paul",21y 263d,46 (19-0-27 41.30%),39 (0.85),←,
11,"Corey, Joel",21y 159d,56 (23-0-33 41.07%),18 (0.32),←,
44,"Enright, Corey",21y 315d,50 (20-0-30 40.00%),10 (0.20),←,
7,"Graham, Ben",29y 266d,191 (103-1-87 54.19%),103 (0.54),←,
20,"Johnson, Steve",20y 22d,22 (7-0-15 31.82%),27 (1.23),←,
9,"Kelly, James",19y 209d,28 (10-0-18 35.71%),11 (0.39),←,
45,"Ling, Cameron",22y 149d,60 (27-1-32 45.83%),25 (0.42),←,
24,"Lord, Aaron",28y 5d,149 (75-2-72 51.01%),185 (1.24),56 (35-1-20 63.39%),49 (0.88)
39,"Milburn, Darren",26y 102d,116 (52-0-64 44.83%),49 (0.42),←,
32,"Moloney, Brent",19y 179d,4 (2-0-2 50.00%),1 (0.25),←,
21,"Mooney, Cameron",23y 303d,59 (31-0-28 52.54%),49 (0.83),48 (21-0-27 43.75%),47 (0.98)
22,"Playfair, Henry",20y 185d,2 (1-0-1 50.00%),1 (0.50),←,
34,"Rahilly, James",24y 41d,74 (28-1-45 38.51%),11 (0.15),←,
33,"Rooke, Max",21y 219d,29 (10-0-19 34.48%),4 (0.14),←,
27,"Sanderson, Brenton",29y 149d,176 (84-2-90 48.30%),31 (0.18),166 (82-2-82 50.00%),26 (0.16)
30,"Scarlett, Matthew",24y 51d,86 (41-0-45 47.67%),7 (0.08),←,
6,"Spriggs, David",22y 182d,55 (24-1-30 44.55%),17 (0.31),←,
36,"Street, Peter",23y 50d,13 (6-0-7 46.15%),2 (0.15),←,
40,"Wojcinski, David",22y 311d,50 (22-0-28 44.00%),10 (0.20),←,
Totals,Totals,22y 309d,1329 (606-8-715 45.60%),637 (0.48),,
C,"Thompson, Mark",39y 249d,84 (37-1-46 44.64%),,←,
