Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
24,"Biggs, Shane",24y 11d,12 (8-0-4 66.67%),1 (0.08),6 (5-0-1 83.33%),1 (0.17)
4,"Bontempelli, Marcus",19y 265d,33 (17-0-16 51.52%),29 (0.88),←,
5,"Boyd, Matthew",32y 354d,256 (121-2-133 47.66%),83 (0.32),←,
15,"Campbell, Tom",23y 287d,25 (8-0-17 32.00%),16 (0.64),←,
8,"Crameri, Stewart",27y 6d,93 (46-1-46 50.00%),157 (1.69),36 (15-0-21 41.67%),61 (1.69)
6,"Dahlhaus, Luke",22y 360d,90 (37-0-53 41.11%),84 (0.93),←,
35,"Daniel, Caleb",19y 40d,7 (6-0-1 85.71%),5 (0.71),←,
33,"Darley, Sam",22y 182d,20 (5-0-15 25.00%),2 (0.10),7 (5-0-2 71.43%),1 (0.14)
29,"Dickson, Tory",27y 324d,53 (23-0-30 43.40%),88 (1.66),←,
1,"Grant, Jarrad",26y 41d,77 (41-0-36 53.25%),82 (1.06),←,
30,"Hamling, Joel",22y 129d,7 (6-0-1 85.71%),,←,
7,"Hunter, Lachie",20y 246d,32 (14-0-18 43.75%),16 (0.50),←,
46,"Jong, Lin",22y 73d,21 (9-0-12 42.86%),11 (0.52),←,
11,"Macrae, Jack",21y 13d,51 (24-0-27 47.06%),15 (0.29),←,
38,"Morris, Dale",32y 230d,204 (109-2-93 53.92%),3 (0.01),←,
2,"Murphy, Robert",33y 68d,289 (127-4-158 44.64%),173 (0.60),←,
42,"Picken, Liam",29y 15d,147 (68-0-79 46.26%),44 (0.30),←,
43,"Redpath, Jack",24y 246d,11 (8-0-3 72.73%),14 (1.27),←,
9,"Stringer, Jake",21y 113d,46 (21-0-25 45.65%),82 (1.78),←,
32,"Talia, Michael",22y 186d,29 (12-0-17 41.38%),3 (0.10),←,
3,"Wallis, Mitch",22y 296d,72 (29-0-43 40.28%),29 (0.40),←,
10,"Wood, Easton",25y 346d,83 (41-0-42 49.40%),12 (0.14),←,
Totals,Totals,24y 274d,1658 (780-9-869 47.04%),949 (0.57),,
C,"Beveridge, Luke",44y 358d,19 (13-0-6 68.42%),,←,
