Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
41,"Barry, Dom",24y 17d,6 (1-0-5 16.67%),,1 (1-0-0 100.00%),
1,"Boak, Travis",29y 235d,222 (105-1-116 47.52%),143 (0.64),←,
26,"Bonner, Riley",21y 17d,5 (4-0-1 80.00%),,←,
33,"Byrne-Jones, Darcy",22y 185d,44 (24-0-20 54.55%),4 (0.09),←,
17,"Clurey, Tom",24y 1d,42 (25-0-17 59.52%),,←,
22,"Dixon, Charlie",27y 182d,107 (42-1-64 39.72%),174 (1.63),42 (23-0-19 54.76%),80 (1.90)
7,"Ebert, Brad",27y 356d,214 (98-1-115 46.03%),110 (0.51),138 (70-1-67 51.09%),77 (0.56)
46,"Gray, Sam",26y 51d,58 (35-0-23 60.34%),43 (0.74),←,
8,"Hartlett, Hamish",27y 222d,149 (70-1-78 47.32%),73 (0.49),←,
43,"Houston, Dan",20y 316d,18 (12-0-6 66.67%),2 (0.11),←,
32,"Howard, Dougal",21y 364d,11 (7-0-4 63.64%),4 (0.36),←,
42,"Jonas, Tom",27y 74d,104 (53-1-50 51.44%),1 (0.01),←,
13,"Marshall, Todd",19y 167d,4 (3-0-1 75.00%),5 (1.25),←,
6,"Motlop, Steven",27y 12d,136 (91-2-43 67.65%),177 (1.30),1 (1-0-0 100.00%),2 (2.00)
21,"Polec, Jared",25y 163d,85 (48-0-37 56.47%),46 (0.54),69 (41-0-28 59.42%),37 (0.54)
2,"Powell-Pepper, Sam",20y 75d,23 (14-0-9 60.87%),16 (0.70),←,
11,"Rockliff, Tom",28y 30d,155 (47-0-108 30.32%),88 (0.57),1 (1-0-0 100.00%),1 (1.00)
4,"Ryder, Paddy",30y 10d,211 (104-4-103 50.24%),147 (0.70),41 (25-0-16 60.98%),30 (0.73)
23,"Watts, Jack",26y 363d,154 (47-2-105 31.17%),146 (0.95),1 (1-0-0 100.00%),3 (3.00)
39,"Westhoff, Justin",31y 174d,227 (107-1-119 47.36%),267 (1.18),←,
16,"Wines, Ollie",23y 168d,108 (60-0-48 55.56%),52 (0.48),←,
20,"Wingard, Chad",24y 238d,127 (65-1-61 51.57%),212 (1.67),←,
Totals,Totals,25y 122d,2210 (1062-15-1133 48.05%),1710 (0.77),,
C,"Hinkley, Ken",51y 175d,116 (66-0-50 56.90%),,←,
