Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",28y 97d,230 (129-2-99 56.52%),303 (1.32),38 (5-0-33 13.16%),41 (1.08)
11,"Bennell, Harley",19y 322d,34 (4-0-30 11.76%),39 (1.15),←,
3,"Brennan, Jared",28y 22d,158 (60-3-95 38.92%),93 (0.59),39 (5-0-34 12.82%),18 (0.46)
30,"Brown, Campbell",28y 357d,190 (78-1-111 41.32%),83 (0.44),31 (3-0-28 9.68%),19 (0.61)
28,"Caddy, Josh",19y 326d,22 (2-0-20 9.09%),14 (0.64),←,
27,"Coad, Michael",28y 341d,4 (0-0-4 0.00%),,←,
15,"Flanagan, Piers",20y 141d,1 (0-0-1 0.00%),,←,
5,"Harbrow, Jarrod",24y 32d,103 (45-1-57 44.17%),26 (0.25),33 (5-0-28 15.15%),5 (0.15)
40,"Hickey, Tom",21y 166d,10 (0-0-10 0.00%),4 (0.40),←,
29,"Hine, Taylor",20y 208d,7 (1-0-6 14.29%),1 (0.14),←,
42,"Horsley, Kyal",24y 352d,11 (1-0-10 9.09%),2 (0.18),←,
19,"Lynch, Tom",19y 293d,28 (3-0-25 10.71%),22 (0.79),←,
6,"Magin, Alik",21y 128d,6 (0-0-6 0.00%),3 (0.50),←,
32,"Matera, Brandon",20y 161d,27 (4-0-23 14.81%),25 (0.93),←,
45,"May, Steven",20y 222d,15 (1-0-14 6.67%),3 (0.20),←,
51,"McQualter, Andrew",26y 71d,94 (58-2-34 62.77%),39 (0.41),5 (0-0-5 0.00%),2 (0.40)
26,"Shaw, Matt",20y 196d,32 (4-0-28 12.50%),11 (0.34),←,
25,"Stanley, Danny",24y 183d,38 (6-0-32 15.79%),21 (0.55),33 (5-0-28 15.15%),21 (0.64)
21,"Taylor, Jeremy",20y 63d,9 (1-0-8 11.11%),1 (0.11),←,
20,"Toy, Josh",20y 123d,12 (3-0-9 25.00%),1 (0.08),←,
14,"Warnock, Matthew",28y 138d,75 (13-1-61 18.00%),1 (0.01),20 (2-0-18 10.00%),
4,"Weller, Maverick",20y 188d,26 (3-0-23 11.54%),2 (0.08),←,
Totals,Totals,23y 38d,1132 (416-10-706 36.75%),694 (0.61),,
C,"McKenna, Guy",43y 100d,42 (5-0-37 11.90%),,←,
