Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
12,"Akermanis, Jason",25y 209d,162 (100-3-59 62.65%),194 (1.20),124 (77-2-45 62.90%),150 (1.21)
10,"Ashcroft, Marcus",30y 361d,292 (136-4-152 47.26%),145 (0.50),140 (83-2-55 60.00%),61 (0.44)
20,"Black, Simon",23y 171d,99 (69-0-30 69.70%),76 (0.77),←,
16,"Brown, Jonathan",20y 327d,56 (43-0-13 76.79%),56 (1.00),←,
30,"Copeland, Robert",21y 118d,34 (30-0-4 88.24%),10 (0.29),←,
32,"Hart, Shaun",31y 127d,227 (114-2-111 50.66%),151 (0.67),125 (77-1-47 62.00%),70 (0.56)
1,"Headland, Des",21y 243d,51 (39-0-12 76.47%),52 (1.02),←,
2,"Johnson, Chris",26y 114d,175 (78-2-95 45.14%),140 (0.80),116 (71-2-43 62.07%),73 (0.63)
27,"Keating, Clark",26y 186d,93 (63-2-28 68.82%),62 (0.67),79 (53-1-25 67.72%),53 (0.67)
44,"Lappin, Nigel",26y 92d,193 (111-3-79 58.29%),137 (0.71),132 (79-2-51 60.61%),97 (0.73)
23,"Leppitsch, Justin",26y 355d,162 (93-3-66 58.33%),177 (1.09),118 (71-2-45 61.02%),119 (1.01)
11,"Lynch, Alastair",34y 94d,270 (135-2-133 50.37%),511 (1.89),118 (74-2-42 63.56%),249 (2.11)
43,"McDonald, Beau",22y 322d,65 (45-0-20 69.23%),17 (0.26),←,
4,"McRae, Craig",28y 364d,155 (96-2-57 62.58%),187 (1.21),116 (75-2-39 65.52%),131 (1.13)
15,"Michael, Mal",25y 89d,109 (59-0-50 54.13%),26 (0.24),48 (38-0-10 79.17%),3 (0.06)
8,"Notting, Tim",23y 335d,73 (52-0-21 71.23%),57 (0.78),←,
13,"Pike, Martin",29y 311d,187 (106-0-81 56.68%),79 (0.42),46 (36-0-10 78.26%),20 (0.43)
6,"Power, Luke",22y 256d,83 (56-0-27 67.47%),107 (1.29),←,
5,"Scott, Brad",26y 141d,95 (55-1-39 58.42%),33 (0.35),73 (47-1-25 65.07%),27 (0.37)
34,"Shattock, Aaron",22y 142d,31 (19-0-12 61.29%),7 (0.23),←,
3,"Voss, Michael",27y 76d,197 (115-1-81 58.63%),178 (0.90),118 (77-0-41 65.25%),106 (0.90)
33,"White, Darryl",29y 101d,221 (118-4-99 54.30%),157 (0.71),131 (79-2-50 61.07%),51 (0.39)
Totals,Totals,26y 40d,3030 (1732-29-1269 57.16%),2559 (0.84),,
C,"Matthews, Leigh",50y 204d,322 (195-5-122 61.34%),,98 (70-0-28 71.43%),
