Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Charles, Sean",9,4,2,11,2,,,1.0,,,,,1.0,2.0,,,,,,,,,
23,"Clarkson, Alastair",8,3,2,10,,,,,,,,,1.0,3.0,,,,,,,,,
31,"Cockatoo-Collins, Don",2,1,1,3,1,,,1.0,,,,,1.0,2.0,,,,,,,,,
33,"Farmer, Jeff",6,1,1,7,2,1.0,,2.0,,,,,,1.0,,,,,,,,,
21,"Febey, Steven",10,3,12,22,,1.0,,1.0,,,,,,,,,,,,,,,
48,"Grgic, Brent",2,2,2,4,1,,,,,,,,1.0,1.0,,,,,,,,,
15,"Hopgood, Paul",8,2,2,10,,,,,,,,,1.0,2.0,,,,,,,,,
27,"Ingerson, Anthony",2,6,5,7,,,,1.0,,,,,,1.0,,,,,,,,,
17,"Lovett, Brett",9,4,6,15,,,,,,,,,,1.0,,,,,,,,,
6,"Lovett, Glenn",14,4,10,24,,,,2.0,,,,,2.0,,,,,,,,,,
35,"McDonald, Anthony",11,3,4,15,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
9,"Neitz, David",5,3,4,9,,1.0,1.0,,,,,,1.0,3.0,,,,,,,,,
14,"Newton, Leigh",11,5,3,14,,1.0,1.0,1.0,,,,,4.0,1.0,,,,,,,,,
38,"OBrien, Darren",7,3,3,10,,,,1.0,,,,,,1.0,,,,,,,,,
4,"Obst, Andrew",13,4,7,20,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
5,"Schwarz, David",3,2,2,5,1,,,1.0,,,,,,,,,,,,,,,
29,"Smith, Shaun",2,1,1,3,,,,1.0,,,,,1.0,1.0,,,,,,,,,
11,"Stynes, Jim",14,6,6,20,,,10.0,,,,,,2.0,1.0,,,,,,,,,
12,"Viney, Todd",9,2,9,18,,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
22,"Woewodin, Shane",5,3,5,10,,,,1.0,,,,,,1.0,,,,,,,,,
13,"Yze, Adem",7,2,,7,,2.0,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,157,64,87,244,8,9.0,12.0,18.0,,,,,19.0,26.0,,,,,,,,,
Opposition,Opposition,211,95,122,333,18,12.0,11.0,18.0,,,,,26.0,19.0,6.0,,,,,,,,
