Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
31,"Alvey, Mark",20y 344d,14 (9-0-5 64.29%),4 (0.29),←,
18,"Bartlett, Trent",24y 175d,68 (33-2-33 50.00%),37 (0.54),29 (15-0-14 51.72%),29 (1.00)
17,"Brown, Nathan",23y 99d,79 (46-1-32 58.86%),71 (0.90),←,
26,"Cox, Simon",24y 115d,50 (24-0-26 48.00%),22 (0.44),←,
16,"Croft, Matthew",28y 83d,135 (78-3-54 58.89%),48 (0.36),←,
11,"Curley, Todd",28y 126d,107 (56-2-49 53.27%),43 (0.40),104 (54-2-48 52.88%),42 (0.40)
14,"Darcy, Luke",25y 312d,119 (65-2-52 55.46%),81 (0.68),←,
10,"Eagleton, Nathan",22y 191d,87 (42-2-43 49.43%),70 (0.80),31 (16-0-15 51.61%),25 (0.81)
32,"Ellis, Craig",25y 350d,93 (50-1-42 54.30%),5 (0.05),←,
4,"Garlick, Simon",26y 40d,119 (68-1-50 57.56%),88 (0.74),75 (44-1-30 59.33%),61 (0.81)
3,"Grant, Chris",28y 158d,238 (128-4-106 54.62%),448 (1.88),←,
8,"Hahn, Mitch",20y 10d,12 (9-0-3 75.00%),,←,
22,"Harrison, Ben",26y 123d,84 (42-0-42 50.00%),43 (0.51),8 (4-0-4 50.00%),4 (0.50)
9,"Hudson, Paul",30y 304d,228 (136-1-91 59.87%),462 (2.03),94 (56-1-37 60.11%),198 (2.11)
25,"Hunter, Kingsley",25y 358d,66 (26-0-40 39.39%),98 (1.48),25 (12-0-13 48.00%),12 (0.48)
6,"Johnson, Brad",24y 306d,153 (81-3-69 53.92%),153 (1.00),←,
35,"Kretiuk, Steven",28y 320d,132 (77-2-53 59.09%),10 (0.08),←,
39,"Liberatore, Tony",35y 98d,253 (137-3-113 54.74%),94 (0.37),←,
27,"Penny, Luke",20y 101d,16 (8-0-8 50.00%),3 (0.19),←,
30,"Robbins, Matthew",24y 12d,38 (22-1-15 59.21%),11 (0.29),31 (18-1-12 59.68%),11 (0.35)
5,"Smith, Rohan",27y 354d,178 (97-3-78 55.34%),177 (0.99),←,
7,"West, Scott",26y 187d,178 (94-2-82 53.37%),71 (0.40),←,
Totals,Totals,25y 322d,2447 (1328-33-1086 54.27%),2039 (0.83),,
C,"Wallace, Terry",42y 158d,113 (65-1-47 57.96%),,←,
