Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
20,"Broadbridge, Troy",23y 253d,30 (15-0-15 50.00%),2 (0.07),←,
25,"Brown, Nathan",27y 305d,85 (41-0-44 48.24%),23 (0.27),←,
32,"Bruce, Cameron",24y 258d,96 (49-0-47 51.04%),123 (1.28),←,
36,"Davey, Aaron",21y 4d,12 (9-0-3 75.00%),21 (1.75),←,
18,"Green, Brad",23y 93d,94 (48-0-46 51.06%),146 (1.55),←,
1,"Heffernan, Chris",25y 137d,125 (77-1-47 62.00%),46 (0.37),28 (10-0-18 35.71%),8 (0.29)
4,"Holland, Ben",27y 35d,136 (70-0-66 51.47%),134 (0.99),11 (8-0-3 72.73%),10 (0.91)
23,"McDonald, James",27y 253d,123 (59-0-64 47.97%),36 (0.29),←,
5,"McLean, Brock",18y 95d,2 (2-0-0 100.00%),2 (1.00),←,
7,"Miller, Brad",20y 344d,32 (15-0-17 46.88%),7 (0.22),←,
9,"Neitz, David",29y 144d,238 (109-0-129 45.80%),466 (1.96),←,
8,"Nicholson, Alistair",26y 102d,85 (44-0-41 51.76%),3 (0.04),←,
28,"Read, Phillip",24y 238d,84 (41-2-41 50.00%),24 (0.29),10 (8-0-2 80.00%),
27,"Rivers, Jared",19y 240d,15 (9-0-6 60.00%),,←,
24,"Robertson, Russell",25y 203d,133 (65-0-68 48.87%),201 (1.51),←,
6,"Thompson, Scott",21y 92d,38 (17-0-21 44.74%),16 (0.42),←,
19,"Vardy, Peter",28y 140d,132 (66-0-66 50.00%),203 (1.54),36 (18-0-18 50.00%),53 (1.47)
42,"Walsh, Peter",27y 326d,95 (46-0-49 48.42%),24 (0.25),←,
31,"Wheatley, Paul",23y 63d,63 (36-0-27 57.14%),22 (0.35),←,
45,"Whelan, Matthew",24y 214d,80 (38-0-42 47.50%),9 (0.11),←,
34,"White, Jeff",27y 116d,173 (84-0-89 48.55%),76 (0.44),141 (71-0-70 50.35%),58 (0.41)
13,"Yze, Adem",26y 267d,199 (89-0-110 44.72%),145 (0.73),←,
Totals,Totals,24y 278d,2070 (1029-3-1038 49.71%),1729 (0.84),,
C,"Daniher, Neale",43y 120d,152 (75-0-77 49.34%),,←,
