Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ablett, Gary",8,4,9,17,2,1.0,,6.0,,6.0,4.0,,2.0,,,10.0,10.0,,2.0,2.0,,,100.0
31,"Chambers, Paul",3,,1,4,,,3.0,2.0,,,1.0,2.0,1.0,1.0,,3.0,1.0,,,1.0,,1.0,32.0
35,"Chapman, Paul",9,6,4,13,2,,,3.0,2.0,6.0,3.0,1.0,1.0,,2.0,6.0,7.0,,,2.0,1.0,,94.0
11,"Corey, Joel",3,2,5,8,,,,4.0,2.0,2.0,,,,,,6.0,3.0,1.0,,4.0,,,76.0
44,"Enright, Corey",15,8,13,28,,3.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,,8.0,20.0,,1.0,2.0,1.0,,100.0
16,"Gardiner, Charlie",1,1,,1,,,,,,1.0,,1.0,,1.0,,,1.0,,,1.0,,,26.0
7,"Graham, Ben",8,5,3,11,,,,2.0,4.0,1.0,,,,,,7.0,4.0,4.0,,7.0,1.0,,100.0
2,"Harley, Tom",13,7,,13,,,,4.0,1.0,2.0,1.0,4.0,1.0,1.0,,6.0,6.0,3.0,,6.0,,,100.0
1,"King, Steven",6,2,6,12,,1.0,21.0,2.0,1.0,,4.0,3.0,3.0,3.0,,6.0,7.0,,,,,,87.0
18,"Kingsley, Kent",10,6,,10,4,2.0,1.0,2.0,,1.0,1.0,3.0,1.0,,,3.0,6.0,1.0,5.0,1.0,,1.0,90.0
45,"Ling, Cameron",15,5,6,21,1,,,2.0,2.0,,2.0,2.0,2.0,1.0,,9.0,12.0,1.0,,,,,89.0
24,"Lord, Aaron",3,1,7,10,2,,,,,1.0,1.0,1.0,,1.0,,5.0,5.0,,,,,,79.0
26,"McCarthy, Matthew",6,5,2,8,1,,,1.0,,1.0,,3.0,,2.0,,2.0,6.0,1.0,,4.0,,,68.0
39,"Milburn, Darren",17,10,6,23,,,3.0,4.0,,7.0,6.0,2.0,3.0,1.0,,12.0,12.0,2.0,,5.0,,1.0,100.0
21,"Mooney, Cameron",10,7,5,15,1,3.0,,,,7.0,1.0,3.0,,,,4.0,10.0,1.0,1.0,1.0,,1.0,81.0
15,"Riccardi, Peter",13,6,3,16,3,1.0,,1.0,,7.0,1.0,1.0,,1.0,,8.0,9.0,1.0,,2.0,,,90.0
33,"Rooke, Max",8,2,4,12,,,,2.0,4.0,1.0,1.0,,1.0,,,6.0,6.0,1.0,,4.0,,,100.0
27,"Sanderson, Brenton",17,8,6,23,,,,2.0,3.0,5.0,,4.0,,,,5.0,17.0,,,3.0,,,94.0
30,"Scarlett, Matthew",13,5,4,17,,,,,6.0,1.0,,3.0,1.0,1.0,3.0,12.0,5.0,4.0,,10.0,1.0,,100.0
12,"Slade, Will",4,3,8,12,,,,1.0,3.0,3.0,2.0,1.0,,,,5.0,8.0,,,4.0,,,48.0
6,"Spriggs, David",5,3,7,12,,,,5.0,,2.0,1.0,3.0,1.0,2.0,,4.0,9.0,1.0,1.0,3.0,,1.0,86.0
40,"Wojcinski, David",8,3,5,13,1,,,,,3.0,3.0,2.0,1.0,1.0,,6.0,8.0,,,2.0,,,61.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,99,104,299,17,13.0,29.0,45.0,30.0,62.0,33.0,40.0,19.0,17.0,5.0,133.0,172.0,21.0,10.0,64.0,4.0,5.0,
Opposition,Opposition,167,65,103,270,12,3.0,34.0,59.0,40.0,44.0,41.0,44.0,17.0,19.0,1.0,127.0,142.0,11.0,6.0,54.0,18.0,5.0,
