Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",23y 296d,106 (55-1-50 52.36%),7 (0.07),←,
14,"Bedford, Toby",24y 321d,65 (44-0-21 67.69%),34 (0.52),47 (32-0-15 68.09%),25 (0.53)
32,"Briggs, Kieren",25y 189d,54 (33-0-21 61.11%),10 (0.19),←,
46,"Brown, Callum",24y 241d,46 (26-0-20 56.52%),44 (0.96),←,
44,"Buckley, Jack",27y 117d,71 (40-1-30 57.04%),1 (0.01),←,
5,"Cadman, Aaron",21y 41d,40 (26-0-14 65.00%),42 (1.05),←,
17,"Callaghan, Finn",21y 352d,55 (31-0-24 56.36%),9 (0.16),←,
12,"Green, Tom",24y 80d,96 (48-1-47 50.52%),39 (0.41),←,
4,"Greene, Toby",31y 200d,244 (119-2-123 49.18%),389 (1.59),←,
27,"Himmelberg, Harry",28y 340d,182 (101-2-79 56.04%),161 (0.88),←,
23,"Hogan, Jesse",30y 60d,168 (81-0-87 48.21%),366 (2.18),78 (40-0-38 51.28%),196 (2.51)
39,"Idun, Connor",24y 258d,98 (52-1-45 53.57%),,←,
2,"Jones, Darcy",21y 10d,19 (12-0-7 63.16%),17 (0.89),←,
22,"Kelly, Josh",30y 60d,220 (117-3-100 53.86%),139 (0.63),←,
31,"McMullin, Toby",20y 250d,18 (12-0-6 66.67%),7 (0.39),←,
26,"Riccardi, Jake",25y 157d,71 (38-0-33 53.52%),89 (1.25),←,
18,"Stone, Conor",22y 356d,18 (9-0-9 50.00%),4 (0.22),←,
20,"Stringer, Jake",30y 353d,215 (106-1-108 49.53%),369 (1.72),3 (2-0-1 66.67%),2 (0.67)
15,"Taylor, Sam",25y 343d,116 (65-0-51 56.03%),2 (0.02),←,
1,"Thomas, Harvey",19y 248d,23 (15-0-8 65.22%),10 (0.43),←,
8,"Ward, Callan",35y 3d,320 (146-4-170 46.25%),160 (0.50),260 (114-4-142 44.62%),127 (0.49)
10,"Wehr, Jacob",26y 282d,30 (16-0-14 53.33%),6 (0.20),←,
6,"Whitfield, Lachie",30y 269d,239 (121-4-114 51.46%),71 (0.30),←,
Totals,Totals,26y 3d,2514 (1313-20-1181 52.23%),1976 (0.79),,
C,"Kingsley, Adam",49y 236d,56 (34-0-22 60.71%),,←,
