Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
19,"Armstrong, Tony",23y 196d,24 (14-0-10 58.33%),2 (0.08),10 (8-0-2 80.00%),2 (0.20)
14,"Bird, Craig",24y 82d,89 (52-1-36 58.99%),37 (0.42),←,
24,"Bolton, Jude",33y 29d,304 (171-4-129 56.91%),174 (0.57),←,
13,"Everitt, Andrejs",24y 31d,61 (39-2-20 65.57%),28 (0.46),25 (17-1-7 70.00%),20 (0.80)
37,"Goodes, Adam",33y 95d,322 (180-4-138 56.52%),393 (1.22),←,
39,"Grundy, Heath",26y 315d,117 (69-1-47 59.40%),21 (0.18),←,
4,"Hannebery, Dan",22y 48d,80 (50-1-29 63.13%),29 (0.36),←,
15,"Jack, Kieren",25y 289d,117 (66-2-49 57.26%),82 (0.70),←,
32,"Jetta, Lewis",23y 344d,68 (44-1-23 65.44%),63 (0.93),←,
12,"Kennedy, Josh",24y 297d,89 (54-1-34 61.24%),56 (0.63),76 (49-1-26 65.13%),52 (0.68)
9,"Malceski, Nick",28y 241d,129 (84-1-44 65.50%),54 (0.42),←,
29,"Mattner, Martin",30y 250d,218 (128-2-88 59.17%),40 (0.18),120 (68-2-50 57.50%),26 (0.22)
21,"McGlynn, Ben",27y 250d,107 (63-1-43 59.35%),117 (1.09),63 (40-1-22 64.29%),89 (1.41)
3,"McVeigh, Jarrad",28y 6d,197 (117-3-77 60.15%),148 (0.75),←,
41,"Mumford, Shane",26y 282d,81 (57-1-23 70.99%),31 (0.38),60 (40-1-19 67.50%),28 (0.47)
5,"OKeefe, Ryan",32y 79d,260 (150-3-107 58.27%),251 (0.97),←,
26,"Parker, Luke",20y 170d,35 (23-0-12 65.71%),17 (0.49),←,
38,"Pyke, Mike",29y 20d,49 (30-0-19 61.22%),17 (0.35),←,
20,"Reid, Sam",21y 107d,49 (34-1-14 70.41%),56 (1.14),←,
25,"Richards, Ted",30y 92d,184 (108-3-73 59.51%),31 (0.17),151 (89-3-59 59.93%),12 (0.08)
30,"Roberts-Thomson, Lewis",29y 217d,173 (103-1-69 59.83%),51 (0.29),←,
40,"Smith, Nick",24y 305d,77 (45-1-31 59.09%),8 (0.10),←,
Totals,Totals,26y 320d,2830 (1681-34-1115 59.40%),1706 (0.60),,
C,"Longmire, John",42y 103d,52 (35-1-16 68.27%),,←,
