Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Cook, James",4,3.0,,4,2.0,,,,,,,,,1.0,,,,,,,,,
16,"Croft, Matthew",4,,1.0,5,,,,1.0,,,,,1.0,,,,,,,,,,
11,"Curley, Todd",8,3.0,9.0,17,2.0,3.0,2.0,2.0,,,,,1.0,3.0,,,,,,,,,
14,"Darcy, Luke",6,6.0,4.0,10,1.0,1.0,12.0,,,,,,2.0,1.0,1.0,,,,,,,,
3,"Grant, Chris",11,7.0,6.0,17,1.0,3.0,,1.0,,,,,1.0,,2.0,,,,,,,,
10,"Hunter, Mark",4,,,4,,,,1.0,,,,,,,,,,,,,,,
6,"Johnson, Brad",17,4.0,6.0,23,,1.0,,2.0,,,,,1.0,,,,,,,,,,
4,"Kellett, Nigel",7,2.0,1.0,8,,,,,,,,,1.0,2.0,,,,,,,,,
2,"Kolyniuk, Steven",7,2.0,,7,2.0,2.0,,,,,,,1.0,1.0,,,,,,,,,
35,"Kretiuk, Steven",8,3.0,3.0,11,,,,1.0,,,,,1.0,1.0,,,,,,,,,
39,"Liberatore, Tony",18,3.0,12.0,30,,2.0,,6.0,,,,,2.0,2.0,3.0,,,,,,,,
23,"Martin, Michael",4,2.0,3.0,7,,,,1.0,,,,,1.0,,,,,,,,,,
44,"Osborne, Richard",9,3.0,7.0,16,,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
22,"Quill, Peter",13,2.0,8.0,21,,1.0,,,,,,,2.0,,,,,,,,,,
36,"Romero, Jose",16,5.0,7.0,23,3.0,,,4.0,,,,,5.0,4.0,,,,,,,,,
38,"Sir, Sedat",3,1.0,3.0,6,,,,1.0,,,,,1.0,1.0,,,,,,,,,
5,"Smith, Rohan",8,4.0,3.0,11,,,,3.0,,,,,,3.0,,,,,,,,,
17,"Standfield, Barry",7,5.0,1.0,8,,,1.0,,,,,,2.0,1.0,,,,,,,,,
25,"Watts, Jason",12,9.0,3.0,15,6.0,5.0,,,,,,,1.0,1.0,,,,,,,,,
45,"Wira, Brad",5,1.0,3.0,8,,,,1.0,,,,,1.0,2.0,,,,,,,,,
15,"Wynd, Scott",2,1.0,3.0,5,,,11.0,,,,,,1.0,2.0,,,,,,,,,
Totals,Totals,173,66.0,83.0,256,17.0,19.0,26.0,25.0,,,,,27.0,27.0,6.0,,,,,,,,
Opposition,Opposition,135,42.0,87.0,222,10.0,10.0,16.0,28.0,,,,,27.0,27.0,,,,,,,,,
