Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
42,"Collins, Andrew",20y 208d,9 (3-0-6 33.33%),8 (0.89),←,
9,"Cotchin, Trent",19y 67d,20 (11-0-9 55.00%),12 (0.60),←,
32,"Cousins, Ben",30y 348d,244 (136-3-105 56.35%),207 (0.85),6 (2-0-4 33.33%),2 (0.33)
3,"Deledio, Brett",22y 56d,96 (38-2-56 40.63%),77 (0.80),←,
10,"Edwards, Shane",20y 231d,37 (11-2-24 32.43%),26 (0.70),←,
41,"Foley, Nathan",23y 278d,82 (28-2-52 35.37%),22 (0.27),←,
44,"Graham, Angus",22y 58d,10 (3-0-7 30.00%),4 (0.40),←,
27,"Hislop, Tom",21y 6d,11 (1-0-10 9.09%),5 (0.45),4 (1-0-3 25.00%),3 (0.75)
23,"Jackson, Daniel",23y 49d,59 (18-1-40 31.36%),15 (0.25),←,
16,"McGuane, Luke",22y 121d,44 (14-1-29 32.95%),2 (0.05),←,
40,"Moore, Kelvin",25y 80d,58 (16-1-41 28.45%),11 (0.19),←,
20,"Morton, Mitch",22y 136d,40 (18-1-21 46.25%),70 (1.75),28 (12-1-15 44.64%),59 (2.11)
38,"Nahas, Robin",21y 215d,9 (3-0-6 33.33%),10 (1.11),←,
17,"Newman, Chris",27y 26d,145 (48-2-95 33.79%),19 (0.13),←,
26,"Pattison, Adam",23y 100d,59 (24-2-33 42.37%),15 (0.25),←,
14,"Polo, Dean",22y 312d,42 (16-1-25 39.29%),9 (0.21),←,
18,"Rance, Alex",19y 247d,8 (2-0-6 25.00%),,←,
8,"Riewoldt, Jack",20y 225d,36 (14-1-21 40.28%),38 (1.06),←,
30,"Tambling, Richard",22y 274d,85 (35-2-48 42.35%),55 (0.65),←,
2,"Thursfield, Will",23y 55d,44 (15-2-27 36.36%),,←,
21,"Tuck, Shane",27y 171d,103 (38-2-63 37.86%),49 (0.48),←,
29,"Vickery, Ty",19y 13d,1 (1-0-0 100.00%),1 (1.00),←,
Totals,Totals,22y 282d,1242 (493-25-724 39.69%),655 (0.53),,
C,"Rawlings, Jade",31y 247d,1 (1-0-0 100.00%),,←,
