Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",24y 184d,65 (36-0-29 55.38%),99 (1.52),27 (18-0-9 66.67%),44 (1.63)
14,"Anderson, Brady",23y 293d,16 (10-0-6 62.50%),,←,
26,"Bell, Peter",23y 31d,77 (49-0-28 63.64%),70 (0.91),75 (49-0-26 65.33%),68 (0.91)
12,"Blakey, John",32y 251d,276 (141-0-135 51.09%),85 (0.31),141 (89-0-52 63.12%),47 (0.33)
23,"Clayton, Shane",20y 159d,20 (2-0-18 10.00%),2 (0.10),2 (0-0-2 0.00%),1 (0.50)
3,"Dhurrkay, Gary",25y 28d,53 (20-0-33 37.74%),47 (0.89),2 (0-0-2 0.00%),1 (0.50)
6,"Grant, Shannon",21y 347d,85 (50-1-34 59.41%),86 (1.01),27 (18-0-9 66.67%),48 (1.78)
29,"Harvey, Brent",20y 322d,43 (28-0-15 65.12%),44 (1.02),←,
21,"Hewitt, Evan",20y 268d,21 (13-0-8 61.90%),14 (0.67),←,
27,"Lange, Adam",20y 79d,1 (0-0-1 0.00%),2 (2.00),←,
35,"Longmire, John",28y 91d,192 (98-1-93 51.30%),511 (2.66),←,
4,"Martyn, Mick",30y 213d,223 (128-1-94 57.62%),14 (0.06),←,
5,"McCartney, Jason",25y 18d,99 (49-0-50 49.49%),49 (0.49),24 (15-0-9 62.50%),1 (0.04)
31,"McKernan, Corey",25y 103d,116 (78-0-38 67.24%),127 (1.09),←,
28,"Pickett, Byron",21y 233d,28 (18-0-10 64.29%),,←,
13,"Pike, Martin",26y 138d,105 (42-0-63 40.00%),53 (0.50),45 (30-0-15 66.67%),13 (0.29)
39,"Rawlings, Brady",17y 295d,1 (0-0-1 0.00%),,←,
8,"Scott, Robert",30y 31d,230 (139-1-90 60.65%),214 (0.93),98 (64-0-34 65.31%),50 (0.51)
24,"Sholl, Craig",31y 92d,202 (118-0-84 58.42%),124 (0.61),←,
7,"Simpson, Adam",23y 44d,67 (47-0-20 70.15%),31 (0.46),←,
10,"Stevens, Anthony",27y 273d,183 (110-0-73 60.11%),85 (0.46),←,
30,"Welsh, Scott",20y 115d,16 (8-0-8 50.00%),10 (0.63),←,
Totals,Totals,24y 214d,2119 (1184-4-931 55.88%),1667 (0.79),,
C,"Pagan, Denis",51y 189d,147 (94-0-53 63.95%),,←,
