Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",25y 247d,114 (68-2-44 60.53%),31 (0.27),←,
42,"Bevan, Paul",23y 303d,82 (49-2-31 60.98%),22 (0.27),←,
14,"Bird, Craig",19y 187d,16 (9-1-6 59.38%),6 (0.38),←,
6,"Bolton, Craig",28y 56d,167 (101-2-64 61.08%),25 (0.15),138 (84-2-52 61.59%),15 (0.11)
24,"Bolton, Jude",28y 133d,204 (113-3-88 56.13%),95 (0.47),←,
10,"Everitt, Peter",34y 84d,284 (110-3-171 39.26%),383 (1.35),32 (17-1-14 54.69%),16 (0.50)
37,"Goodes, Adam",28y 200d,225 (125-3-97 56.22%),214 (0.95),←,
39,"Grundy, Heath",22y 54d,19 (13-0-6 68.42%),12 (0.63),←,
1,"Hall, Barry",31y 169d,232 (119-3-110 51.94%),557 (2.40),144 (85-2-57 59.72%),413 (2.87)
15,"Jack, Kieren",21y 28d,19 (10-1-8 55.26%),4 (0.21),←,
16,"Jolly, Darren",26y 263d,137 (75-2-60 55.47%),52 (0.38),89 (55-2-32 62.92%),41 (0.46)
17,"Kennelly, Tadhg",27y 25d,151 (95-1-55 63.25%),29 (0.19),←,
31,"Kirk, Brett",31y 275d,188 (107-3-78 57.71%),75 (0.40),←,
4,"Mathews, Ben",29y 240d,198 (108-2-88 55.05%),45 (0.23),←,
29,"Mattner, Martin",25y 355d,115 (70-1-44 61.30%),17 (0.15),17 (10-1-6 61.76%),3 (0.18)
3,"McVeigh, Jarrad",23y 110d,98 (58-2-38 60.20%),63 (0.64),←,
33,"Moore, Jarred",22y 142d,26 (16-1-9 63.46%),16 (0.62),←,
43,"ODwyer, Matthew",20y 5d,2 (1-0-1 50.00%),1 (0.50),←,
5,"OKeefe, Ryan",27y 184d,158 (93-2-63 59.49%),175 (1.11),←,
26,"Playfair, Henry",25y 186d,63 (36-1-26 57.94%),39 (0.62),11 (7-0-4 63.64%),10 (0.91)
25,"Richards, Ted",25y 197d,96 (56-2-38 59.38%),26 (0.27),63 (37-2-24 60.32%),7 (0.11)
30,"Roberts-Thomson, Lewis",24y 322d,91 (58-1-32 64.29%),11 (0.12),←,
Totals,Totals,26y 22d,2685 (1490-38-1157 55.49%),1898 (0.71),,
C,"Roos, Paul",45y 29d,149 (91-2-56 61.74%),,←,
