Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Acres, Blake",20,11,16,36,,,,1.0,9.0,4.0,3.0,5.0,,1.0,,7.0,29.0,,,,,,86.0
5,"Cerra, Adam",22,7,17,39,1,,,1.0,3.0,9.0,7.0,5.0,2.0,1.0,,12.0,28.0,,1.0,2.0,,,86.0
39,"Cincotta, Alex",6,7,18,24,,,,1.0,1.0,2.0,1.0,1.0,,1.0,,3.0,22.0,,,,,,76.0
26,"Cowan, Lachlan",8,4,3,11,,,,2.0,2.0,1.0,,4.0,1.0,1.0,,3.0,8.0,,,1.0,,,80.0
9,"Cripps, Patrick",14,5,20,34,,2.0,1.0,7.0,,4.0,6.0,3.0,4.0,2.0,3.0,22.0,13.0,2.0,1.0,1.0,,1.0,82.0
30,"Curnow, Charlie",12,6,3,15,3,3.0,,3.0,,5.0,,2.0,4.0,,,8.0,7.0,2.0,,3.0,,,91.0
35 ↓,"Curnow, Ed",4,2,1,5,,,,1.0,,1.0,,,,,,1.0,4.0,,,,,1.0,66.0
19,"Durdin, Corey",6,2,1,7,1,,,5.0,,1.0,,1.0,,,,3.0,4.0,,,,,,75.0
25,"Fisher, Zac",15,8,7,22,,1.0,,,4.0,2.0,3.0,4.0,,1.0,,4.0,18.0,,1.0,1.0,,,69.0
29,"Hewett, George",5,3,24,29,,,,4.0,2.0,1.0,4.0,2.0,,1.0,,12.0,17.0,,1.0,,,,74.0
14,"Hollands, Oliver",15,5,7,22,,,,,1.0,2.0,,4.0,1.0,,,4.0,19.0,,,1.0,,,78.0
36,"Honey, Josh",4,4,6,10,,,,1.0,,3.0,,1.0,,1.0,,4.0,7.0,,1.0,,,,63.0
7,"Kennedy, Matthew",14,8,7,21,,,,2.0,2.0,2.0,,4.0,1.0,1.0,,6.0,13.0,,,2.0,,,85.0
11,"McGovern, Mitch",10,6,6,16,,,,3.0,3.0,1.0,1.0,1.0,1.0,,,5.0,8.0,1.0,,3.0,,1.0,74.0
10,"McKay, Harry",16,14,1,17,1,2.0,1.0,2.0,,3.0,,4.0,1.0,,,6.0,11.0,5.0,4.0,,,,95.0
3,"Motlop, Jesse",2,,4,6,,,,3.0,1.0,,,3.0,,,,4.0,2.0,,,1.0,,1.0,65.0
24,"Newman, Nic",21,10,7,28,,,,3.0,6.0,3.0,,4.0,,,,5.0,22.0,,,5.0,,,97.0
4 ↑,"OBrien, Lochie",4,4,1,5,,,,1.0,3.0,,,1.0,,,,,5.0,,,,,,21.0
27,"Pittonet, Marc",4,3,6,10,,,27.0,2.0,,1.0,1.0,2.0,1.0,1.0,,3.0,6.0,1.0,,7.0,,,84.0
1,"Silvagni, Jack",11,5,2,13,2,3.0,,,,3.0,,3.0,3.0,1.0,,6.0,7.0,1.0,,1.0,,,86.0
18,"Walsh, Sam",19,9,19,38,,,,3.0,2.0,3.0,5.0,1.0,,1.0,,12.0,26.0,,,,,,81.0
23,"Weitering, Jacob",16,9,6,22,,,,1.0,1.0,,,3.0,1.0,1.0,,5.0,16.0,1.0,,12.0,,,100.0
33,"Young, Lewis",8,8,8,16,,,7.0,1.0,4.0,1.0,,1.0,,,,5.0,12.0,1.0,,6.0,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,256,140,190,446,8,12.0,36.0,47.0,44.0,52.0,31.0,59.0,20.0,14.0,3.0,140.0,304.0,14.0,9.0,46.0,,4.0,
Opposition,Opposition,220,101,140,360,12,10.0,30.0,46.0,43.0,56.0,32.0,52.0,14.0,20.0,3.0,120.0,231.0,8.0,12.0,39.0,2.0,8.0,
