North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",23y 73d,35 (16-1-18 47.14%),24 (0.69),←,
4,"Anthony, Liam",23y 282d,27 (10-1-16 38.89%),14 (0.52),←,
18,"Atley, Shaun",18y 278d,12 (5-0-7 41.67%),3 (0.25),←,
28,"Bastinac, Ryan",19y 361d,24 (13-0-11 54.17%),8 (0.33),←,
10,"Cunnington, Ben",19y 353d,29 (14-0-15 48.28%),3 (0.10),←,
45,"Delaney, Luke",21y 359d,5 (3-0-2 60.00%),,←,
27,"Edwards, Aaron",27y 108d,63 (34-1-28 54.76%),93 (1.48),59 (30-1-28 51.69%),91 (1.54)
11,"Firrito, Michael",27y 203d,160 (77-2-81 48.75%),27 (0.17),←,
22,"Goldstein, Todd",22y 352d,48 (23-1-24 48.96%),26 (0.54),←,
24,"Greenwood, Levi",22y 119d,32 (16-1-15 51.56%),5 (0.16),←,
17,"Grima, Nathan",25y 317d,37 (18-1-18 50.00%),,←,
29,"Harvey, Brent",33y 35d,313 (168-3-142 54.15%),362 (1.16),←,
42,"McMahon, Scott",25y 16d,80 (39-1-40 49.38%),26 (0.32),←,
39,"Pedersen, Cameron",24y 93d,5 (3-0-2 60.00%),3 (0.60),←,
20,"Petrie, Drew",28y 246d,189 (88-3-98 47.35%),179 (0.95),←,
3,"Rawlings, Brady",30y 8d,235 (116-2-117 49.79%),60 (0.26),←,
9,"Swallow, Andrew",24y 16d,96 (42-1-53 44.27%),52 (0.54),←,
12,"Thomas, Lindsay",23y 110d,84 (37-2-45 45.24%),108 (1.29),←,
16,"Thompson, Scott",25y 40d,62 (23-2-37 38.71%),3 (0.05),←,
8,"Wells, Daniel",26y 135d,161 (81-2-78 50.93%),95 (0.59),←,
19,"Wright, Sam",20y 338d,32 (14-0-18 43.75%),34 (1.06),←,
7,"Ziebell, Jack",20y 110d,36 (16-0-20 44.44%),7 (0.19),←,
Totals,Totals,24y 113d,1765 (856-24-885 48.50%),1132 (0.64),,
C,"Scott, Brad",35y 46d,34 (16-0-18 47.06%),,←,
