Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
21,"Aliir, Aliir",28y 229d,113 (61-0-52 53.98%),5 (0.04),49 (32-0-17 65.31%),
14,"Bergman, Miles",21y 186d,39 (24-0-15 61.54%),13 (0.33),←,
10,"Boak, Travis",34y 264d,332 (171-1-160 51.66%),198 (0.60),←,
3,"Burton, Ryan",26y 81d,121 (71-1-49 59.09%),15 (0.12),74 (46-0-28 62.16%),10 (0.14)
9,"Butters, Zak",22y 226d,74 (44-0-30 59.46%),44 (0.59),←,
33,"Byrne-Jones, Darcy",27y 214d,156 (91-0-65 58.33%),11 (0.07),←,
28,"Drew, Willem",24y 203d,62 (37-0-25 59.68%),11 (0.18),←,
7,"Duursma, Xavier",22y 289d,63 (43-0-20 68.25%),29 (0.46),←,
6,"Farrell, Kane",24y 36d,55 (33-0-22 60.00%),39 (0.71),←,
11,"Finlayson, Jeremy",27y 72d,90 (49-3-38 56.11%),119 (1.32),24 (13-0-11 54.17%),29 (1.21)
18,"Horne-Francis, Jason",19y 305d,23 (6-0-17 26.09%),6 (0.26),6 (4-0-2 66.67%),2 (0.33)
5,"Houston, Dan",25y 345d,127 (79-0-48 62.20%),26 (0.20),←,
1,"Jonas, Tom",32y 103d,208 (116-1-91 56.01%),1 (0.00),←,
30,"Lord, Ollie",21y 110d,1 (1-0-0 100.00%),1 (1.00),←,
4,"Marshall, Todd",24y 196d,82 (55-0-27 67.07%),112 (1.37),←,
41,"McEntee, Jed",22y 66d,13 (7-0-6 53.85%),7 (0.54),←,
12,"McKenzie, Trent",31y 19d,150 (60-0-90 40.00%),23 (0.15),44 (31-0-13 70.45%),1 (0.02)
2,"Powell-Pepper, Sam",25y 104d,120 (73-0-47 60.83%),79 (0.66),←,
15,"Rioli, Willie",27y 322d,57 (35-0-22 61.40%),66 (1.16),6 (4-0-2 66.67%),6 (1.00)
20,"Rozee, Connor",23y 90d,87 (53-0-34 60.92%),83 (0.95),←,
27,"Teakle, Brynn",23y 188d,3 (2-0-1 66.67%),,←,
23,"Williams, Dylan",21y 295d,4 (4-0-0 100.00%),,←,
16,"Wines, Ollie",28y 197d,209 (122-0-87 58.37%),88 (0.42),←,
Totals,Totals,25y 196d,2189 (1237-6-946 56.51%),976 (0.45),,
C,"Hinkley, Ken",56y 204d,229 (135-0-94 58.95%),,←,
