Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
44,"Bock, Nathan",24y 172d,63 (35-0-28 55.56%),51 (0.81),←,
24,"Burton, Brett",29y 127d,151 (82-0-69 54.30%),208 (1.38),←,
9,"Edwards, Tyson",31y 33d,266 (145-0-121 54.51%),163 (0.61),←,
1,"Gill, Nick",25y 14d,7 (4-0-3 57.14%),9 (1.29),←,
36,"Goodwin, Simon",30y 256d,215 (123-0-92 57.21%),123 (0.57),←,
6,"Griffin, Jonathon",21y 237d,16 (8-0-8 50.00%),4 (0.25),←,
13,"Hudson, Ben",28y 196d,55 (32-0-23 58.18%),6 (0.11),←,
18,"Johncock, Graham",24y 322d,126 (72-0-54 57.14%),82 (0.65),←,
21,"Knights, Chris",20y 348d,34 (21-0-13 61.76%),6 (0.18),←,
3,"Massie, Kris",27y 101d,119 (69-0-50 57.98%),21 (0.18),76 (43-0-33 56.58%),9 (0.12)
16,"McGregor, Ken",26y 222d,145 (79-0-66 54.48%),110 (0.76),←,
23,"McLeod, Andrew",31y 35d,283 (153-0-130 54.06%),247 (0.87),←,
40,"Porplyzia, Jason",22y 285d,26 (17-0-9 65.38%),25 (0.96),←,
33,"Reilly, Brent",23y 300d,85 (52-0-33 61.18%),37 (0.44),←,
32,"Ricciuto, Mark",32y 92d,312 (162-1-149 52.08%),292 (0.94),←,
25,"Rutten, Ben",24y 103d,80 (52-0-28 65.00%),5 (0.06),←,
12,"Shirley, Robert",27y 91d,119 (68-0-51 57.14%),25 (0.21),←,
27,"Stevens, Scott",25y 236d,79 (38-1-40 48.73%),49 (0.62),54 (28-0-26 51.85%),32 (0.59)
5,"Thompson, Scott",24y 178d,109 (64-0-45 58.72%),82 (0.75),70 (46-0-24 65.71%),65 (0.93)
15,"Torney, Jason",30y 84d,195 (105-1-89 54.10%),34 (0.17),77 (46-0-31 59.74%),18 (0.23)
7,"van Berlo, Nathan",21y 94d,53 (33-0-20 62.26%),13 (0.25),←,
17,"Welsh, Scott",28y 275d,165 (96-0-69 58.18%),300 (1.82),129 (70-0-59 54.26%),270 (2.09)
Totals,Totals,26y 173d,2703 (1510-3-1190 55.86%),1892 (0.70),,
C,"Craig, Neil",51y 240d,81 (51-0-30 62.96%),,←,
