Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",18,5,20,38,,,,6.0,1.0,7.0,6.0,3.0,1.0,,3.0,19.0,19.0,,,,,,96.0
11,"Bennell, Harley",18,4,14,32,1,3.0,,3.0,3.0,3.0,3.0,2.0,,,1.0,10.0,22.0,,,,3.0,1.0,89.0
3,"Brennan, Jared",12,6,7,19,,1.0,2.0,7.0,,2.0,2.0,,2.0,,,4.0,16.0,,,2.0,,2.0,53.0
36,"Broughton, Greg",11,7,6,17,,,,3.0,3.0,,,3.0,,2.0,,2.0,15.0,,1.0,3.0,1.0,1.0,94.0
30,"Brown, Campbell",9,7,3,12,3,3.0,,,,4.0,,2.0,1.0,1.0,,,11.0,,3.0,,1.0,,87.0
12,"Day, Sam",12,5,7,19,1,,7.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,,11.0,7.0,2.0,,10.0,,,88.0
33,"Hall, Aaron",8,3,5,13,2,3.0,,4.0,,3.0,,2.0,,1.0,,9.0,5.0,,2.0,1.0,,1.0,91.0
5,"Harbrow, Jarrod",9,4,7,16,1,,,1.0,,,,2.0,2.0,2.0,,10.0,7.0,1.0,1.0,1.0,2.0,,89.0
34,"Hutchins, Jack",7,2,4,11,,,1.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,,3.0,8.0,,,1.0,,,80.0
37,"Lonergan, Jesse",5,2,5,10,,1.0,,6.0,,3.0,1.0,2.0,,1.0,,4.0,6.0,,1.0,,1.0,,81.0
19,"Lynch, Tom",8,3,5,13,2,2.0,1.0,2.0,,2.0,,,2.0,,,8.0,3.0,3.0,2.0,2.0,,1.0,98.0
32 ↑,"Matera, Brandon",9,4,3,12,,,,2.0,1.0,3.0,1.0,,2.0,,,4.0,10.0,,,1.0,2.0,,38.0
17 ↓,"May, Steven",4,1,3,7,1,1.0,,2.0,,,,1.0,2.0,,,6.0,1.0,1.0,,2.0,,,52.0
18,"McKenzie, Trent",12,6,5,17,1,,,3.0,4.0,2.0,3.0,,,,,5.0,11.0,,,2.0,1.0,1.0,76.0
29,"Murphy, Tom",11,5,6,17,,,,1.0,2.0,,,,,,,6.0,11.0,1.0,,6.0,,,80.0
1,"OMeara, Jaeger",12,5,11,23,,1.0,1.0,6.0,,6.0,5.0,5.0,1.0,4.0,,6.0,18.0,,,2.0,3.0,1.0,79.0
10,"Prestia, Dion",17,5,13,30,,,,7.0,1.0,6.0,7.0,3.0,1.0,2.0,2.0,10.0,18.0,,,3.0,,,82.0
26,"Shaw, Matt",12,6,15,27,1,,,2.0,2.0,5.0,2.0,3.0,1.0,,,9.0,20.0,1.0,,2.0,,2.0,83.0
2,"Smith, Zac",11,4,7,18,3,,28.0,3.0,1.0,3.0,5.0,3.0,4.0,3.0,,10.0,9.0,1.0,2.0,2.0,,,90.0
25,"Stanley, Danny",7,6,10,17,,,,2.0,1.0,2.0,,1.0,2.0,,,7.0,10.0,2.0,,2.0,1.0,,89.0
24,"Swallow, David",11,5,13,24,,,,4.0,4.0,4.0,1.0,,,,,7.0,17.0,1.0,,,4.0,,84.0
16,"Thompson, Rory",12,11,6,18,,,,3.0,3.0,,,2.0,,,,6.0,12.0,2.0,,8.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,235,106,175,410,16,18.0,40.0,71.0,29.0,57.0,38.0,41.0,28.0,18.0,6.0,156.0,256.0,15.0,12.0,50.0,19.0,10.0,
Opposition,Opposition,178,73,131,309,7,12.0,42.0,39.0,36.0,43.0,38.0,53.0,19.0,29.0,,121.0,185.0,7.0,6.0,44.0,10.0,5.0,
