Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
21,"Christian, Michael",28y 267d,107 (59-2-46 56.07%),21 (0.20),←,
28,"Crosisca, Gavin",24y 242d,113 (72-3-38 65.04%),46 (0.41),←,
2,"Francis, Tony",24y 44d,65 (43-2-20 67.69%),44 (0.68),←,
47,"Fraser, Mark",22y 100d,21 (16-0-5 76.19%),13 (0.62),←,
3,"Gayfer, Michael",27y 271d,138 (86-1-51 62.68%),1 (0.01),←,
23,"Kelly, Craig",26y 333d,69 (44-2-23 65.22%),34 (0.49),←,
44,"Kerrison, Shane",28y 48d,111 (68-2-41 62.16%),14 (0.13),←,
34,"McGuane, Mick",25y 137d,100 (64-2-34 65.00%),70 (0.70),←,
5,"McKeown, Ron",26y 5d,117 (67-3-47 58.55%),103 (0.88),←,
6,"Mitchell, Barry",27y 159d,175 (74-2-99 42.86%),217 (1.24),5 (4-0-1 80.00%),3 (0.60)
1,"Monkhorst, Damian",23y 267d,83 (56-2-25 68.67%),12 (0.14),←,
7,"Morwood, Shane",31y 165d,202 (122-3-77 61.14%),117 (0.58),185 (113-3-69 61.89%),104 (0.56)
13,"Richardson, Alan",27y 363d,64 (41-2-21 65.63%),10 (0.16),←,
36,"Rocca, Saverio",19y 176d,17 (14-0-3 82.35%),53 (3.12),←,
32,"Rowe, Brad",23y 173d,33 (17-0-16 51.52%),30 (0.91),19 (14-0-5 73.68%),21 (1.11)
29,"Russell, Scott",23y 8d,78 (53-2-23 69.23%),55 (0.71),←,
22,"Shaw, Tony",32y 296d,285 (164-3-118 58.07%),152 (0.53),←,
14,"Watson, Shane",19y 87d,18 (12-0-6 66.67%),27 (1.50),←,
10,"Williams, Paul",20y 42d,39 (26-0-13 66.67%),39 (1.00),←,
19,"Wright, Graham",24y 343d,102 (70-2-30 69.61%),82 (0.80),←,
Totals,Totals,25y 140d,1937 (1168-33-736 60.30%),1140 (0.59),,
C,"Matthews, Leigh",41y 75d,166 (100-3-63 61.14%),,←,
