Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
27,"Baird, John",24y 78d,42 (20-1-21 48.81%),6 (0.14),←,
16,"Brown, Leigh",22y 187d,106 (40-1-65 38.21%),45 (0.42),43 (21-1-21 50.00%),25 (0.58)
24,"Firrito, Michael",20y 275d,18 (9-0-9 50.00%),4 (0.22),←,
6,"Grant, Shannon",27y 131d,214 (122-2-90 57.48%),233 (1.09),156 (90-1-65 58.01%),195 (1.25)
39,"Harding, Leigh",23y 124d,54 (28-1-25 52.78%),83 (1.54),←,
4,"Harris, Daniel",22y 110d,47 (23-1-23 50.00%),17 (0.36),←,
29,"Harvey, Brent",26y 106d,171 (100-1-70 58.77%),206 (1.20),←,
22,"Jones, Chad",20y 74d,3 (0-0-3 0.00%),1 (0.33),←,
21,"Jones, Corey",23y 184d,58 (26-0-32 44.83%),59 (1.02),←,
34,"King, David",32y 174d,241 (145-1-95 60.37%),145 (0.60),←,
35,"Makepeace, Troy",25y 175d,104 (53-1-50 51.44%),27 (0.26),←,
5,"McKernan, Corey",30y 253d,237 (130-0-107 54.85%),310 (1.31),196 (124-0-72 63.27%),250 (1.28)
19,"Motlop, Daniel",22y 165d,44 (17-1-26 39.77%),52 (1.18),←,
20,"Petrie, Drew",21y 318d,63 (29-1-33 46.83%),58 (0.92),←,
3,"Rawlings, Brady",23y 79d,91 (50-0-41 54.95%),39 (0.43),←,
26,"Rocca, Saverio",30y 282d,228 (105-3-120 46.71%),685 (3.00),72 (35-1-36 49.31%),171 (2.38)
7,"Simpson, Adam",28y 194d,202 (123-1-78 61.14%),65 (0.32),←,
9,"Sinclair, Jess",26y 2d,120 (43-1-76 36.25%),56 (0.47),70 (30-1-39 43.57%),30 (0.43)
10,"Stevens, Anthony",33y 57d,292 (173-1-118 59.42%),127 (0.43),←,
12,"Stevens, Michael",23y 295d,41 (20-0-21 48.78%),9 (0.22),24 (12-0-12 50.00%),6 (0.25)
36,"Watt, Shannon",23y 276d,69 (34-1-34 50.00%),4 (0.06),←,
8,"Wells, Daniel",19y 207d,40 (20-1-19 51.25%),23 (0.57),←,
Totals,Totals,25y 37d,2485 (1310-19-1156 52.72%),2254 (0.91),,
C,"Laidley, Dani",37y 154d,44 (21-1-22 48.86%),,←,
