Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Bateman, Chance",13,7,5,18,1,,1.0,1.0,1.0,,3.0,4.0,2.0,2.0,,7.0,13.0,,,3.0,,,91.0
14,"Birchall, Grant",18,13,9,27,,,,2.0,2.0,,,1.0,,1.0,,1.0,27.0,,,1.0,2.0,,90.0
20,"Boyle, Tim",5,3,1,6,2,2.0,,1.0,,,,2.0,,1.0,,3.0,3.0,1.0,3.0,1.0,,,90.0
30,"Brown, Campbell",8,5,4,12,,,,1.0,,2.0,,2.0,,,,1.0,11.0,,,3.0,2.0,,87.0
39,"Campbell, Robert",5,6,5,10,1,,12.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,2.0,8.0,,1.0,,,,41.0
9,"Crawford, Shane",11,9,17,28,,1.0,,2.0,,3.0,3.0,1.0,,,,4.0,24.0,,,2.0,,3.0,91.0
24,"Croad, Trent",6,6,7,13,,,,1.0,3.0,,,1.0,2.0,1.0,,7.0,6.0,1.0,,2.0,,,100.0
19,"Dixon, Ben",3,3,3,6,1,1.0,,1.0,,,1.0,1.0,,,,3.0,3.0,,2.0,,,,74.0
23,"Franklin, Lance",9,4,3,12,1,5.0,,3.0,,1.0,,7.0,2.0,2.0,,7.0,5.0,2.0,4.0,1.0,1.0,,89.0
27,"Gilham, Stephen",10,9,4,14,,,,1.0,1.0,,,1.0,,,,2.0,11.0,,,6.0,,,100.0
18,"Guerra, Brent",21,13,4,25,,,,,5.0,2.0,1.0,3.0,1.0,1.0,,4.0,20.0,1.0,,2.0,,,77.0
15,"Hodge, Luke",14,7,5,19,,,,1.0,1.0,3.0,2.0,,,,,5.0,13.0,,,1.0,3.0,,92.0
4,"Ladson, Rick",17,10,7,24,,,,1.0,5.0,2.0,,1.0,,,,3.0,21.0,1.0,,6.0,,1.0,93.0
3,"Lewis, Jordan",19,11,13,32,,,,,3.0,2.0,2.0,2.0,,,,7.0,26.0,,,1.0,,,82.0
22,"McGlynn, Ben",14,11,8,22,1,,,4.0,,6.0,2.0,4.0,1.0,2.0,2.0,3.0,18.0,,1.0,1.0,1.0,,83.0
5,"Mitchell, Sam",20,9,15,35,,,,2.0,1.0,6.0,7.0,5.0,2.0,3.0,3.0,11.0,24.0,,,,2.0,1.0,97.0
7,"Osborne, Michael",7,7,5,12,,,,1.0,1.0,2.0,1.0,2.0,,,,2.0,10.0,1.0,,,2.0,,51.0
2,"Roughead, Jarryd",6,3,2,8,3,1.0,7.0,,,2.0,,1.0,1.0,1.0,,6.0,2.0,2.0,1.0,4.0,,,80.0
12,"Sewell, Brad",8,8,14,22,,,,3.0,2.0,1.0,2.0,2.0,,1.0,,8.0,13.0,,1.0,3.0,,,89.0
11,"Smith, Joel",7,4,4,11,,,,1.0,1.0,1.0,1.0,2.0,,,,2.0,9.0,,,4.0,,,68.0
13,"Taylor, Simon",2,2,4,6,,,17.0,2.0,,1.0,1.0,2.0,,1.0,,2.0,4.0,,,2.0,,1.0,59.0
45,"Young, Clinton",13,7,4,17,,1.0,,5.0,2.0,5.0,,2.0,,1.0,,2.0,15.0,,,1.0,1.0,,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,236,157,143,379,10,12.0,37.0,34.0,29.0,41.0,28.0,47.0,12.0,18.0,5.0,92.0,286.0,9.0,13.0,44.0,14.0,6.0,
Opposition,Opposition,218,134,123,341,6,8.0,22.0,48.0,28.0,37.0,29.0,46.0,18.0,12.0,1.0,94.0,244.0,4.0,7.0,31.0,12.0,3.0,
